"Publisher ID","Publisher Name","Keyword ID","Keyword","Match Type","Campaign","Keyword Group","Category","Bid Strategy","Status","Search Engine Bid","Clicks","Avg Cost per Click","Impressions","Engine Click Thru Percent","Avg Pos","Trans Conv Percent","Total Cost/Trans","Amount","Total Cost","Total Volume of Bookings"
"K2615","Yahoo - US","43000000039654093","international airfare","Advanced","Geo Targeted Miami","International Miami","uncategorized","No Strategy","Paused",6.25,5,3.21,85,5.88,1.22,0,0,0,16.06,0
"K2615","Yahoo - US","43000000039652011","international airfare","Advanced","Geo Targeted Detroit","International Detroit","uncategorized","No Strategy","Paused",6.25,7,2.32,92,7.61,1.05,0,0,0,16.24,0
"K2615","Yahoo - US","43000000039655028","international airline","Advanced","Geo Targeted New York","International New York","uncategorized","No Strategy","Paused",6.25,4,4.21,228,1.75,1.39,0,0,0,16.83,0
"K2615","Yahoo - US","43000000029356837","paris flight deal","Standard","Paris & France Terms","Paris","uncategorized","No Strategy","Live",6.25,12,1.43,78,15.38,1.18,0,0,0,17.12,0
"K2615","Yahoo - US","43000000039657936","europe flight","Advanced","Western Europe Destinations","Europe","uncategorized","No Strategy","Paused",6.25,8,2.18,427,1.87,1.14,0,0,0,17.44,0
"K2615","Yahoo - US","43000000039641435","international airline tickets","Advanced","Geo Targeted Atlanta","International Atlanta","uncategorized","No Strategy","Paused",6.25,8,2.2,787,1.02,4.18,0,0,0,17.59,0
"K2615","Yahoo - US","43000000039644071","international airline ticket","Advanced","Geo Targeted Boston","International Boston","uncategorized","No Strategy","Paused",6.25,8,2.22,549,1.46,3.8,0,0,0,17.75,0
"K2615","Yahoo - US","43000000039644070","international airfare","Advanced","Geo Targeted Boston","International Boston","uncategorized","No Strategy","Paused",6.25,13,1.39,207,6.28,1.06,0,0,0,18.05,0
"K2615","Yahoo - US","43000000039657987","florence travel","Advanced","Western Europe Destinations","Florence","uncategorized","No Strategy","Live",6.25,7,2.66,2271,0.31,3.01,0,0,0,18.65,0
"K2615","Yahoo - US","43000000039653164","international airport","Advanced","Geo Targeted Los Angeles","International Los Angeles","uncategorized","No Strategy","Paused",6.25,11,1.7,420,2.62,1.96,0,0,0,18.66,0
"K2615","Yahoo - US","43000000029356744","fly to france","Standard","Paris & France Terms","France","uncategorized","No Strategy","Live",6.25,14,1.36,149,9.4,1.17,0,0,0,19.06,0
"K2615","Yahoo - US","43000000039649168","discount international airfare","Advanced","Geo Targeted Chicago","Discount International Chicago","uncategorized","No Strategy","Live",6.25,8,2.4,112,7.14,1.58,0,0,0,19.23,0
"K2615","Yahoo - US","43000000039655889","cheap international airfare","Advanced","Geo Targeted Philadelphia","Cheap International Philadelphia","uncategorized","No Strategy","Paused",6.25,8,2.41,182,4.4,3.17,0,0,0,19.3,0
"K2615","Yahoo - US","43000000039657930","europe airfare","Advanced","Western Europe Destinations","Europe","uncategorized","No Strategy","Paused",6.25,6,3.29,140,4.29,3.1,0,0,0,19.71,0
"K2615","Yahoo - US","43000000039653086","cheap international air ticket","Advanced","Geo Targeted Los Angeles","Cheap International Los Angeles","uncategorized","No Strategy","Paused",6.25,5,3.99,197,2.54,5.35,0,0,0,19.93,0
"K2615","Yahoo - US","43000000039652952","international flight","Advanced","Geo Targeted Houston","International Houston","uncategorized","No Strategy","Paused",6.25,15,1.34,254,5.91,1.26,0,0,0,20.06,0
"K2615","Yahoo - US","43000000029356900","ticket to france","Standard","Paris & France Terms","France","uncategorized","No Strategy","Live",6.25,22,0.92,234,9.4,1.06,0,0,0,20.14,0
"K2615","Yahoo - US","43000000039658659","turkey airline","Advanced","Western Europe Destinations","Turkey","uncategorized","No Strategy","Live",6.25,8,2.53,516,1.55,4.38,0,0,0,20.21,0
"K2615","Yahoo - US","43000000039649208","international airline","Advanced","Geo Targeted Chicago","International Chicago","uncategorized","No Strategy","Live",6.25,10,2.09,196,5.1,1.65,0,0,0,20.86,0
"K2615","Yahoo - US","43000000029356907","paris france tourism","Standard","Paris & France Terms","Paris","uncategorized","No Strategy","Live",6.25,8,2.68,1718,0.47,1.46,0,0,0,21.48,0
"K2615","Yahoo - US","43000000039649198","international air fare","Advanced","Geo Targeted Chicago","International Chicago","uncategorized","No Strategy","Live",6.25,9,2.4,216,4.17,2.81,0,0,0,21.57,0
"K2615","Yahoo - US","43000000039643884","cheap international airfare","Advanced","Geo Targeted Boston","Cheap International Boston","uncategorized","No Strategy","Paused",6.25,8,2.71,147,5.44,2.46,0,0,0,21.66,0
"K2615","Yahoo - US","43000000039651219","cheap international airfare","Advanced","Geo Targeted Detroit","Cheap International Detroit","uncategorized","No Strategy","Paused",6.25,8,2.74,208,3.85,3.23,0,0,0,21.9,0
"K2615","Yahoo - US","43000000039653123","discount international airfare","Advanced","Geo Targeted Los Angeles","Discount International Los Angeles","uncategorized","No Strategy","Paused",6.25,9,2.45,86,10.47,1.42,0,0,0,22.04,0
"K2615","Yahoo - US","43000000039658317","flight to london","Standard","Western Europe Destinations","London","uncategorized","No Strategy","Paused",6.25,11,2.02,528,2.08,1,0,0,0,22.26,0
"K2615","Yahoo - US","43000000039651222","cheap international airline ticket","Advanced","Geo Targeted Detroit","Cheap International Detroit","uncategorized","No Strategy","Paused",6.25,10,2.36,135,7.41,7.22,0,0,0,23.64,0
"K2615","Yahoo - US","43000000029356812","south france travel","Standard","Paris & France Terms","France","uncategorized","No Strategy","Live",6.25,10,2.41,677,1.48,1.72,0,0,0,24.13,0
"K2615","Yahoo - US","43000000039657933","europe cheap flight","Advanced","Western Europe Destinations","Europe","uncategorized","No Strategy","Paused",6.25,9,2.71,236,3.81,1.45,0,0,0,24.36,0
"K2615","Yahoo - US","43000000039641291","cheap international airfare","Advanced","Geo Targeted Atlanta","Cheap International Atlanta","uncategorized","No Strategy","Paused",6.25,8,3.07,259,3.09,3.77,0,0,0,24.55,0
"K2615","Yahoo - US","43000000039643885","cheap international airline ticket","Advanced","Geo Targeted Boston","Cheap International Boston","uncategorized","No Strategy","Paused",6.25,11,2.24,82,13.41,3.01,0,0,0,24.59,0
"K2615","Yahoo - US","43000000029356867","trip to paris france","Standard","Paris & France Terms","Paris","uncategorized","No Strategy","Live",6.25,18,1.39,229,7.86,1.15,0,0,0,24.96,0
"K2615","Yahoo - US","43000000039653160","international airline","Advanced","Geo Targeted Los Angeles","International Los Angeles","uncategorized","No Strategy","Paused",6.25,14,1.86,198,7.07,1.39,0,0,0,26,0
"K2615","Yahoo - US","43000000039656888","international air fare","Advanced","Geo Targeted San Francisco","International San Francisco","uncategorized","No Strategy","Paused",6.25,7,3.72,588,1.19,3.36,0,0,0,26.04,0
"K2615","Yahoo - US","43000000029356700","marseille flight","Standard","French Destinations","Marseille","uncategorized","No Strategy","Live",6.25,13,2.01,459,2.83,1.53,0,0,0,26.1,0
"K2615","Yahoo - US","43000000039641432","international airfare","Advanced","Geo Targeted Atlanta","International Atlanta","uncategorized","No Strategy","Paused",6.25,13,2.03,212,6.13,1.16,0,0,0,26.39,0
"K2615","Yahoo - US","43000000039653097","cheap international ticket","Advanced","Geo Targeted Los Angeles","Cheap International Los Angeles","uncategorized","No Strategy","Paused",6.25,8,3.36,45,17.78,1.07,0,0,0,26.89,0
"K2615","Yahoo - US","43000000039658655","flight to turkey","Advanced","Western Europe Destinations","Turkey","uncategorized","No Strategy","Live",6.25,13,2.09,779,1.67,1.11,0,0,0,27.19,0
"K2615","Yahoo - US","43000000039658505","flight to rome","Advanced","Western Europe Destinations","Rome","uncategorized","No Strategy","Live",6.25,18,1.54,1594,1.13,1.18,0,0,0,27.69,0
"K2615","Yahoo - US","43000000039651226","cheap international flight","Advanced","Geo Targeted Detroit","Cheap International Detroit","uncategorized","No Strategy","Paused",6.25,11,2.57,376,2.93,8.07,0,0,0,28.27,0
"K2615","Yahoo - US","43000000029356676","nice travel","Standard","French Destinations","Nice","uncategorized","No Strategy","Live",6.25,20,1.42,2086,0.96,1.01,0,0,0,28.38,0
"K2615","Yahoo - US","43000000039653152","international air fare","Advanced","Geo Targeted Los Angeles","International Los Angeles","uncategorized","No Strategy","Paused",6.25,9,3.16,600,1.5,2.44,0,0,0,28.4,0
"K2615","Yahoo - US","43000000039654958","cheap international airline ticket","Advanced","Geo Targeted New York","Cheap International New York","uncategorized","No Strategy","Paused",6.25,15,1.95,383,3.92,6.26,0,0,0,29.2,0
"K2615","Yahoo - US","43000000029356798","new york to paris flight","Standard","Paris & France Terms","Paris","uncategorized","No Strategy","Live",6.25,22,1.35,316,6.96,1.3,0,0,0,29.6,0
"K2615","Yahoo - US","43000000039652153","cheap international airfare","Advanced","Geo Targeted Houston","Cheap International Houston","uncategorized","No Strategy","Paused",6.25,9,3.34,188,4.79,2.75,0,0,0,30.07,0
"K2615","Yahoo - US","43000000039654955","cheap international airfare","Advanced","Geo Targeted New York","Cheap International New York","uncategorized","No Strategy","Paused",6.25,12,2.55,583,2.06,3.25,0,0,0,30.62,0
"K2615","Yahoo - US","43000000039644077","international flight","Advanced","Geo Targeted Boston","International Boston","uncategorized","No Strategy","Paused",6.25,30,1.08,691,4.34,1.23,0,0,0,32.26,0
"K2615","Yahoo - US","43000000039656826","cheap international airline ticket","Advanced","Geo Targeted San Francisco","Cheap International San Francisco","uncategorized","No Strategy","Paused",6.25,16,2.09,1556,1.03,1.95,0,0,0,33.46,0
"K2615","Yahoo - US","43000000029356843","france airline","Standard","Paris & France Terms","France","uncategorized","No Strategy","Live",6.25,44,0.77,1149,3.83,1.01,0,0,0,33.67,0
"K2615","Yahoo - US","43000000039657708","athens travel","Advanced","Western Europe Destinations","Athens","uncategorized","No Strategy","Live",6.25,12,2.81,743,1.62,1.18,0,0,0,33.77,0
"K2615","Yahoo - US","43000000039657939","europe travel","Advanced","Western Europe Destinations","Europe","uncategorized","No Strategy","Paused",6.25,16,2.17,1548,1.03,1.85,0,0,0,34.76,0
"K2615","Yahoo - US","43000000029356927","airline ticket to france","Standard","Paris & France Terms","France","uncategorized","No Strategy","Live",6.25,30,1.17,575,5.22,1.03,0,0,0,34.97,0
"K2615","Yahoo - US","43000000039652014","international airline ticket","Advanced","Geo Targeted Detroit","International Detroit","uncategorized","No Strategy","Paused",6.25,9,3.92,507,1.78,4.19,0,0,0,35.26,0
"K2615","Yahoo - US","43000000039649186","europe airfare","Advanced","Geo Targeted Chicago","Europe Chicago","uncategorized","No Strategy","Live",6.25,16,2.23,84,19.05,1.31,0,0,0,35.64,0
"K2615","Yahoo - US","43000000039656895","international airfare","Advanced","Geo Targeted San Francisco","International San Francisco","uncategorized","No Strategy","Paused",6.25,17,2.17,997,1.71,1.41,0,0,0,36.84,0
"K2615","Yahoo - US","43000000039649193","europe flight","Advanced","Geo Targeted Chicago","Europe Chicago","uncategorized","No Strategy","Live",6.25,15,2.49,205,7.32,1.32,0,0,0,37.32,0
"K2615","Yahoo - US","43000000039651082","international airport","Advanced","Geo Targeted DC","International DC","uncategorized","No Strategy","Paused",6.25,12,3.18,657,1.83,1.66,0,0,0,38.15,0
"K2615","Yahoo - US","43000000029356769","paris plane tickets","Standard","Paris & France Terms","Paris","uncategorized","No Strategy","Live",6.25,28,1.4,297,9.43,1.06,0,0,0,39.32,0
"K2615","Yahoo - US","43000000039652018","international flight","Advanced","Geo Targeted Detroit","International Detroit","uncategorized","No Strategy","Paused",6.25,36,1.12,367,9.81,1.12,0,0,0,40.21,0
"K2615","Yahoo - US","43000000039654100","international flight","Advanced","Geo Targeted Miami","International Miami","uncategorized","No Strategy","Paused",6.25,31,1.31,342,9.06,1.15,0,0,0,40.57,0
"K2615","Yahoo - US","43000000039656823","cheap international airfare","Advanced","Geo Targeted San Francisco","Cheap International San Francisco","uncategorized","No Strategy","Paused",6.25,15,2.78,463,3.24,3.28,0,0,0,41.75,0
"K2615","Yahoo - US","43000000029356806","paris airport","Standard","Paris & France Terms","Paris","uncategorized","No Strategy","Live",6.25,23,1.86,2435,0.94,1.03,0,0,0,42.85,0
"K2615","Yahoo - US","43000000039653159","international airfare","Advanced","Geo Targeted Los Angeles","International Los Angeles","uncategorized","No Strategy","Paused",6.25,23,1.9,335,6.87,1.26,0,0,0,43.61,0
"K2615","Yahoo - US","43000000039641303","cheap international flights","Advanced","Geo Targeted Atlanta","Cheap International Atlanta","uncategorized","No Strategy","Paused",6.25,13,3.5,506,2.57,6.89,0,0,0,45.51,0
"K2615","Yahoo - US","43000000039654954","cheap international air ticket","Advanced","Geo Targeted New York","Cheap International New York","uncategorized","No Strategy","Paused",6.25,13,3.55,436,2.98,4.18,0,0,0,46.15,0
"K2615","Yahoo - US","43000000039658729","flight to venice","Advanced","Western Europe Destinations","Venice","uncategorized","No Strategy","Live",6.25,32,1.47,5688,0.56,1,0,0,0,46.9,0
"K2615","Yahoo - US","43000000039655968","international flight","Advanced","Geo Targeted Philadelphia","International Philadelphia","uncategorized","No Strategy","Paused",6.25,35,1.36,401,8.73,1.26,0,0,0,47.61,0
"K2615","Yahoo - US","43000000039653087","cheap international airfare","Advanced","Geo Targeted Los Angeles","Cheap International Los Angeles","uncategorized","No Strategy","Paused",6.25,17,2.91,402,4.23,3.58,0,0,0,49.44,0
"K2615","Yahoo - US","43000000039644074","international airport","Advanced","Geo Targeted Boston","International Boston","uncategorized","No Strategy","Paused",6.25,14,3.58,805,1.74,2.2,0,0,0,50.12,0
"K2615","Yahoo - US","43000000039653090","cheap international airline ticket","Advanced","Geo Targeted Los Angeles","Cheap International Los Angeles","uncategorized","No Strategy","Paused",6.25,21,2.42,284,7.39,5.61,0,0,0,50.89,0
"K2615","Yahoo - US","43000000039656900","international airport","Advanced","Geo Targeted San Francisco","International San Francisco","uncategorized","No Strategy","Paused",6.25,17,3.06,756,2.25,1.98,0,0,0,52.06,0
"K2615","Yahoo - US","43000000039641424","international flights","Advanced","Geo Targeted Atlanta","International Atlanta","uncategorized","No Strategy","Paused",6.25,36,1.47,420,8.57,1.25,0,0,0,52.86,0
"K2615","Yahoo - US","43000000039652948","international airline ticket","Advanced","Geo Targeted Houston","International Houston","uncategorized","No Strategy","Paused",6.25,14,3.79,585,2.39,4.41,0,0,0,53.09,0
"K2615","Yahoo - US","43000000039655027","international airfare","Advanced","Geo Targeted New York","International New York","uncategorized","No Strategy","Paused",6.25,22,2.42,589,3.74,1.06,0,0,0,53.25,0
"K2615","Yahoo - US","43000000039656902","international flight","Advanced","Geo Targeted San Francisco","International San Francisco","uncategorized","No Strategy","Paused",6.25,44,1.35,2826,1.56,1.08,0,0,0,59.25,0
"K2615","Yahoo - US","43000000039651084","international flight","Advanced","Geo Targeted DC","International DC","uncategorized","No Strategy","Paused",6.25,51,1.21,2863,1.78,1.05,0,0,0,61.65,0
"K2615","Yahoo - US","43000000039653162","international airline ticket","Advanced","Geo Targeted Los Angeles","International Los Angeles","uncategorized","No Strategy","Paused",6.25,21,2.98,1963,1.07,4.68,0,0,0,62.57,0
"K2615","Yahoo - US","43000000039651077","international airfare","Advanced","Geo Targeted DC","International DC","uncategorized","No Strategy","Paused",6.25,28,2.28,1164,2.41,1.18,0,0,0,63.72,0
"K2615","Yahoo - US","43000000029356663","france airfare","Standard","Paris & France Terms","France","uncategorized","No Strategy","Live",6.25,51,1.27,379,13.46,1.11,0,0,0,64.89,0
"K2615","Yahoo - US","43000000039649207","international airfare","Advanced","Geo Targeted Chicago","International Chicago","uncategorized","No Strategy","Live",6.25,26,2.51,486,5.35,1.46,0,0,0,65.15,0
"K2615","Yahoo - US","43000000039655964","international airline ticket","Advanced","Geo Targeted Philadelphia","International Philadelphia","uncategorized","No Strategy","Paused",6.25,17,3.84,1015,1.67,3.79,0,0,0,65.3,0
"K2615","Yahoo - US","43000000039649211","international airline ticket","Advanced","Geo Targeted Chicago","International Chicago","uncategorized","No Strategy","Live",6.25,27,2.43,823,3.28,3.28,0,0,0,65.64,0
"K2615","Yahoo - US","43000000039653166","international flight","Advanced","Geo Targeted Los Angeles","International Los Angeles","uncategorized","No Strategy","Paused",6.25,56,1.22,917,6.11,1.21,0,0,0,68.49,0
"K2615","Yahoo - US","43000000039651080","international airline ticket","Advanced","Geo Targeted DC","International DC","uncategorized","No Strategy","Paused",6.25,21,3.27,3210,0.65,2.46,0,0,0,68.76,0
"K2615","Yahoo - US","43000000039655896","cheap international flight","Advanced","Geo Targeted Philadelphia","Cheap International Philadelphia","uncategorized","No Strategy","Paused",6.25,17,4.22,698,2.44,3.09,0,0,0,71.66,0
