"Publisher ID","Publisher Name","Keyword ID","Keyword","Match Type","Campaign","Keyword Group","Category","Bid Strategy","Status","Search Engine Bid","Clicks","Avg Cost per Click","Impressions","Engine Click Thru Percent","Avg Pos","Trans Conv Percent","Total Cost/Trans","Amount","Total Cost","Total Volume of Bookings"
"K435","Google - US","43000000005278111","spain fare","Broad","Google_Yearlong 2006","Google|Spain","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,6,1.36,235,2.55,1.64,0,0,0,8.19,0
"K435","Google - US","43000000014119315","rome fares","Broad","Geo Targeted Houston","Houston to Rome Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,3,2.75,28,10.71,1.21,0,0,0,8.26,0
"K435","Google - US","43000000014112667","spain flight","Broad","Geo Targeted Philadelphia","Philadelphia to Spain Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,2,4.14,41,4.88,1.48,0,0,0,8.28,0
"K435","Google - US","43000000005278383","venice fares","Broad","Google_Yearlong 2006","Google|Venice","venice","Position 5-10 Bid Strategy","Paused",6.25,3,2.76,50,6,1.46,0,0,0,8.29,0
"K435","Google - US","43000000014121970","spain flight","Broad","Geo Targeted Detroit","Detroit to Spain Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,2,4.14,39,5.13,1.13,0,0,0,8.29,0
"K435","Google - US","43000000014125862","paris flight deal","Broad","Geo Targeted Chicago","Chicago to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,2,4.14,2,100,1,0,0,0,8.29,0
"K435","Google - US","43000000014120353","rome flights","Broad","Geo Targeted Detroit","Detroit to Rome Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,2,4.16,60,3.33,1.08,0,0,0,8.31,0
"K435","Google - US","43000000014128114","france tickets","Broad","Geo Targeted Boston","Boston to France Sale","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,3,2.78,60,5,3.55,0,0,0,8.34,0
"K435","Google - US","43000000013072464","greece cheap ticket","Broad","Western Europe Destinations","Greece","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,8,1.04,97,8.25,4.99,0,0,0,8.35,0
"K435","Google - US","43000000014120439","greece tickets","Broad","Geo Targeted Detroit","Detroit to Greece Sale","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,3,2.8,17,17.65,1.31,0,0,0,8.39,0
"K435","Google - US","43000000014112266","paris airline","Broad","Geo Targeted Philadelphia","Philadelphia to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,3,2.81,4,75,2.75,0,0,0,8.42,0
"K435","Google - US","43000000013072567","uk flight","Broad","Western Europe Destinations","UK","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,4,2.11,70,5.71,1.77,0,0,0,8.44,0
"K435","Google - US","43000000013071314","european airline","Broad","Western Europe Destinations","Europe","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,6,1.41,355,1.69,1.37,0,0,0,8.45,0
"K435","Google - US","43000000013072759","madrid airline","Broad","Western Europe Destinations","Madrid","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,10,0.85,675,1.48,2.55,0,0,0,8.45,0
"K435","Google - US","43000000014201174","europe airfare","Broad","Geo Targeted Detroit","Europe Detroit","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,2,4.23,15,13.33,1.21,0,0,0,8.45,0
"K435","Google - US","43000000014302627","fly to india","Broad","Outside Western Europe","India","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,2,4.27,54,3.7,1.27,0,0,0,8.54,0
"K435","Google - US","43000000014113880","paris flight special","Broad","Geo Targeted New York","New York to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Live",6.25,4,2.14,9,44.44,2,0,0,0,8.58,0
"K435","Google - US","43000000014127689","rome airlines","Broad","Geo Targeted Boston","Boston to Rome Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,2,4.29,267,0.75,2.9,0,0,0,8.59,0
"K435","Google - US","43000000014122162","italy airlines","Broad","Geo Targeted DC","DC to Italy Sale","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,4,2.15,117,3.42,2.78,0,0,0,8.61,0
"K435","Google - US","43000000014112605","cheap international airfares","Broad","Geo Targeted New York","Cheap International New York","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,3,2.88,124,2.42,3.96,0,0,0,8.63,0
"K435","Google - US","43000000013072207","turkey airports","Broad","Western Europe Destinations","Turkey","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,3,2.88,113,2.65,2.28,0,0,0,8.65,0
"K435","Google - US","43000000014127793","rome cheap flight","Broad","Geo Targeted Boston","Boston to Rome Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,3,2.88,6,50,1,0,0,0,8.65,0
"K435","Google - US","43000000005278350","italy cheap tickets","Broad","Google_Yearlong 2006","Google|Italy","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,7,1.25,131,5.34,2.38,0,0,0,8.72,0
"K435","Google - US","43000000014113591","italy airfare","Broad","Geo Targeted New York","New York to Italy Sale","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,3,2.93,28,10.71,1.03,0,0,0,8.78,0
"K435","Google - US","43000000013071621","barcelona fare","Broad","Western Europe Destinations","Barcelona","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,7,1.27,196,3.57,3.76,0,0,0,8.87,0
"K435","Google - US","43000000014122751","paris cheap tickets","Broad","Geo Targeted DC","DC to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,3,2.96,34,8.82,3.5,0,0,0,8.87,0
"K435","Google - US","43000000014118159","paris air fares","Broad","Geo Targeted Los Angeles","Los Angeles to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,2,4.46,6,33.33,2.5,0,0,0,8.91,0
"K435","Google - US","43000000013071591","florence cheap tickets","Broad","Western Europe Destinations","Florence","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,9,0.99,111,8.11,5.22,0,0,0,8.94,0
"K435","Google - US","43000000014120227","paris flights","Broad","Geo Targeted Detroit","Detroit to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,5,1.79,418,1.2,2.63,0,0,0,8.94,0
"K435","Google - US","43000000014125458","france cheap tickets","Broad","Geo Targeted Chicago","Chicago to France Sale","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,3,2.98,18,16.67,2.06,0,0,0,8.94,0
"K435","Google - US","43000000005278327","italy plane ticket","Broad","Google_Yearlong 2006","Google|Italy","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,2,4.48,9,22.22,1.78,0,0,0,8.96,0
"K435","Google - US","43000000013072500","[flights to london]","Exact","Western Europe Destinations","London","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,4,2.24,44,9.09,1.92,0,0,0,8.96,0
"K435","Google - US","43000000005278011","barcelona fare","Broad","Google_Yearlong 2006","Google|Barcelona","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,4,2.25,287,1.39,1.68,0,0,0,8.99,0
"K435","Google - US","43000000013072801","fly to uk","Broad","Western Europe Destinations","UK","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,2,4.52,77,2.6,1.56,0,0,0,9.04,0
"K435","Google - US","43000000014127550","paris air fare","Broad","Geo Targeted Boston","Boston to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,4,2.27,9,44.44,2.01,0,0,0,9.09,0
"K435","Google - US","43000000013073000","venice airlines","Broad","Western Europe Destinations","Venice","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,4,2.28,821,0.49,3.84,0,0,0,9.11,0
"K435","Google - US","43000000013072791","milan airlines","Broad","Western Europe Destinations","Milan","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,5,1.85,323,1.55,3.42,0,0,0,9.25,0
"K435","Google - US","43000000014200987","international airline tickets","Broad","Geo Targeted Detroit","International Detroit","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,3,3.1,45,6.67,3.6,0,0,0,9.29,0
"K435","Google - US","43000000014128015","paris airports","Broad","Geo Targeted Boston","Boston to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,3,3.1,38,7.89,1.13,0,0,0,9.29,0
"K435","Google - US","43000000014110665","paris fare","Broad","Geo Targeted San Francisco","San Francisco to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,3,3.1,83,3.61,1.41,0,0,0,9.31,0
"K435","Google - US","43000000014110776","paris airport","Broad","Geo Targeted San Francisco","San Francisco to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,2,4.66,130,1.54,1.34,0,0,0,9.31,0
"K435","Google - US","43000000014122979","spain flight","Broad","Geo Targeted DC","DC to Spain Sale","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,2,4.67,31,6.45,1.38,0,0,0,9.34,0
"K435","Google - US","43000000005278205","london fare","Broad","Google_Yearlong 2006","Google|London","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,5,1.87,304,1.64,1.91,0,0,0,9.36,0
"K435","Google - US","43000000005278403","madrid fare","Broad","Google_Yearlong 2006","Google|Madrid","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,5,1.88,141,3.55,1.18,0,0,0,9.38,0
"K435","Google - US","43000000014128813","cheap europe flights","Broad","Geo Targeted Boston","Cheap Europe Boston","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,4,2.35,13,30.77,1.24,0,0,0,9.39,0
"K435","Google - US","43000000014111992","barcelona tickets","Broad","Geo Targeted Philadelphia","Philadelphia to Barcelona Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,2,4.7,5,40,1,0,0,0,9.4,0
"K435","Google - US","43000000005278343","turkey fare","Broad","Google_Yearlong 2006","Google|Turkey","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,5,1.89,229,2.18,1.49,0,0,0,9.43,0
"K435","Google - US","43000000013072169","madrid flight","Broad","Western Europe Destinations","Madrid","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,10,0.95,812,1.23,3.64,0,0,0,9.46,0
"K435","Google - US","43000000014113819","paris airfare deals","Broad","Geo Targeted New York","New York to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Live",6.25,3,3.15,16,18.75,1.63,0,0,0,9.46,0
"K435","Google - US","43000000014113769","paris airline ticket","Broad","Geo Targeted New York","New York to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Live",6.25,5,1.91,53,9.43,1.4,0,0,0,9.53,0
"K435","Google - US","43000000014125581","paris air fare","Broad","Geo Targeted Chicago","Chicago to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,5,1.91,16,31.25,1.31,0,0,0,9.55,0
"K435","Google - US","43000000005278452","london airfares","Broad","Google_Yearlong 2006","Google|London","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,6,1.59,87,6.9,2.67,0,0,0,9.56,0
"K435","Google - US","43000000014117614","rome flight","Broad","Geo Targeted Los Angeles","Los Angeles to Rome Sale","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,4,2.39,72,5.56,1.37,0,0,0,9.56,0
"K435","Google - US","43000000014119905","paris flight deal","Broad","Geo Targeted Houston","Houston to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,2,4.78,7,28.57,2.43,0,0,0,9.56,0
"K435","Google - US","43000000013072807","turkey plane ticket","Broad","Western Europe Destinations","Turkey","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,4,2.4,7,57.14,1.29,0,0,0,9.59,0
"K435","Google - US","43000000013072645","[venice cheap flights]","Exact","Western Europe Destinations","Venice","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,7,1.37,309,2.27,1.78,0,0,0,9.6,0
"K435","Google - US","43000000014113259","rome air ticket","Broad","Geo Targeted New York","New York to Rome Sale","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,2,4.83,5,40,1,0,0,0,9.65,0
"K435","Google - US","43000000014118120","paris airport","Broad","Geo Targeted Los Angeles","Los Angeles to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,3,3.23,119,2.52,1.33,0,0,0,9.69,0
"K435","Google - US","43000000014119846","rome air flight","Broad","Geo Targeted Houston","Houston to Rome Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,2,4.85,6,33.33,1.5,0,0,0,9.7,0
"K435","Google - US","43000000014113347","paris flight specials","Broad","Geo Targeted New York","New York to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Live",6.25,2,4.87,5,40,2.4,0,0,0,9.74,0
"K435","Google - US","43000000005278247","overseas airfare","Broad","Google_Yearlong 2006","Google|Overseas","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,4,2.44,36,11.11,1.73,0,0,0,9.78,0
"K435","Google - US","43000000013072495","italy cheap ticket","Broad","Western Europe Destinations","Italy","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,6,1.63,45,13.33,5.04,0,0,0,9.8,0
"K435","Google - US","43000000014113589","italy plane tickets","Broad","Geo Targeted New York","New York to Italy Sale","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,2,4.91,6,33.33,1,0,0,0,9.81,0
"K435","Google - US","43000000005278705","european cheap flight","Broad","Google_Yearlong 2006","Google|Europe","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,6,1.64,91,6.59,1.47,0,0,0,9.85,0
"K435","Google - US","43000000005278679","geneva cheap flights","Broad","Google_Yearlong 2006","Google|Geneva","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,3,3.29,179,1.68,2.41,0,0,0,9.86,0
"K435","Google - US","43000000013072417","rome ticket","Broad","Western Europe Destinations","Rome","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,6,1.64,172,3.49,4.15,0,0,0,9.86,0
"K435","Google - US","43000000014122691","rome airlines","Broad","Geo Targeted DC","DC to Rome Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,3,3.3,54,5.56,3.65,0,0,0,9.9,0
"K435","Google - US","43000000005278069","european airfares","Broad","Google_Yearlong 2006","Google|Europe","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,7,1.42,269,2.6,1.7,0,0,0,9.91,0
"K435","Google - US","43000000005278511","milan tickets","Broad","Google_Yearlong 2006","Google|Milan","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,6,1.65,340,1.76,1.97,0,0,0,9.92,0
"K435","Google - US","43000000014110244","barcelona flights","Broad","Geo Targeted San Francisco","San Francisco to Barcelona Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,3,3.31,19,15.79,1.52,0,0,0,9.92,0
"K435","Google - US","43000000014110857","paris plane tickets","Broad","Geo Targeted San Francisco","San Francisco to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,5,1.99,32,15.63,1.03,0,0,0,9.93,0
"K435","Google - US","43000000013071665","europe plane ticket","Broad","Western Europe Destinations","Europe","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,4,2.49,20,20,1.35,0,0,0,9.95,0
"K435","Google - US","43000000005287988","cologne flights","Broad","Google_Yearlong 2006","Google|Cologne","cologne","Position 5-10 Bid Strategy","Paused",6.25,3,3.33,283,1.06,1.27,0,0,0,9.99,0
"K435","Google - US","43000000005278022","switzerland travel","Broad","Google_Yearlong 2006","Google|Switzerland","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,1,10,142,0.7,1.43,0,0,0,10,0
"K435","Google - US","43000000005278036","istanbul flight","Broad","Google_Yearlong 2006","Google|Istanbul","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,6,1.67,245,2.45,1.62,0,0,0,10.01,0
"K435","Google - US","43000000005278267","italy cheap flight","Broad","Google_Yearlong 2006","Google|Italy","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,5,2,145,3.45,2.6,0,0,0,10.01,0
"K435","Google - US","43000000014109928","athens flight","Broad","Geo Targeted San Francisco","San Francisco to Athens Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,3,3.34,30,10,1.7,0,0,0,10.01,0
"K435","Google - US","43000000014122443","italy cheap flights","Broad","Geo Targeted DC","DC to Italy Sale","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,3,3.35,8,37.5,1,0,0,0,10.04,0
"K435","Google - US","43000000005278727","germany travel","Broad","Google_Yearlong 2006","Google|Germany","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,7,1.44,400,1.75,2.29,0,0,0,10.06,0
"K435","Google - US","43000000005278290","fly to london","Broad","Google_Yearlong 2006","Google|London","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,5,2.02,116,4.31,2.47,0,0,0,10.08,0
"K435","Google - US","43000000014113999","barcelona cheap tickets","Broad","Geo Targeted New York","New York to Barcelona Sale","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,3,3.36,8,37.5,1,0,0,0,10.09,0
"K435","Google - US","43000000014114319","venice flights","Broad","Geo Targeted New York","New York to Venice Sale","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,4,2.52,66,6.06,1.2,0,0,0,10.09,0
"K435","Google - US","43000000014122659","italy flights","Broad","Geo Targeted DC","DC to Italy Sale","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,4,2.53,113,3.54,1.64,0,0,0,10.1,0
"K435","Google - US","43000000014122989","spain airlines","Broad","Geo Targeted DC","DC to Spain Sale","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,4,2.53,112,3.57,1.07,0,0,0,10.1,0
"K435","Google - US","43000000005278066","european tickets","Broad","Google_Yearlong 2006","Google|Europe","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,4,2.53,1594,0.25,1.67,0,0,0,10.13,0
"K435","Google - US","43000000014119966","rome cheap ticket","Broad","Geo Targeted Houston","Houston to Rome Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,2,5.11,7,28.57,1.29,0,0,0,10.23,0
"K435","Google - US","43000000005278249","madrid fares","Broad","Google_Yearlong 2006","Google|Madrid","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,4,2.56,41,9.76,1.8,0,0,0,10.25,0
"K435","Google - US","43000000005278040","venice airport","Broad","Google_Yearlong 2006","Google|Venice","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,3,3.43,445,0.67,1.89,0,0,0,10.28,0
"K435","Google - US","43000000014110346","italy flight","Broad","Geo Targeted San Francisco","San Francisco to Italy Sale","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,4,2.57,469,0.85,2.11,0,0,0,10.28,0
"K435","Google - US","43000000014200777","europe flights","Broad","Geo Targeted New York","Europe New York","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,4,2.58,407,0.98,2.32,0,0,0,10.3,0
"K435","Google - US","43000000013072071","barcelona cheap ticket","Broad","Western Europe Destinations","Barcelona","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,9,1.16,62,14.52,4.1,0,0,0,10.4,0
"K435","Google - US","43000000014117597","paris cheap flight","Broad","Geo Targeted Los Angeles","Los Angeles to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,2,5.21,65,3.08,3.24,0,0,0,10.41,0
"K435","Google - US","43000000013071784","barcelona ticket","Broad","Western Europe Destinations","Barcelona","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,11,0.95,318,3.46,3.6,0,0,0,10.42,0
"K435","Google - US","43000000005278182","milan ticket","Broad","Google_Yearlong 2006","Google|Milan","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,5,2.09,151,3.31,2.01,0,0,0,10.44,0
"K435","Google - US","43000000014122952","paris ticket","Broad","Geo Targeted DC","DC to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,2,5.24,16,12.5,1.44,0,0,0,10.48,0
"K435","Google - US","43000000014200933","europe tickets","Broad","Geo Targeted Detroit","Europe Detroit","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,4,2.62,118,3.39,2.41,0,0,0,10.49,0
"K435","Google - US","43000000005278683","flight to geneva","Broad","Google_Yearlong 2006","Google|Geneva","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,6,1.75,72,8.33,1.55,0,0,0,10.5,0
"K435","Google - US","43000000013072504","milan airfare","Broad","Western Europe Destinations","Milan","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,7,1.5,241,2.9,4.45,0,0,0,10.5,0
"K435","Google - US","43000000014114786","spain tickets","Broad","Geo Targeted New York","New York to Spain Sale","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,3,3.5,46,6.52,2.2,0,0,0,10.51,0
"K435","Google - US","43000000013072914","spain airports","Broad","Western Europe Destinations","Spain","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,4,2.64,154,2.6,1.49,0,0,0,10.56,0
"K435","Google - US","43000000014114267","rome cheap ticket","Broad","Geo Targeted New York","New York to Rome Sale","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,2,5.29,2,100,1,0,0,0,10.58,0
"K435","Google - US","43000000014115370","france airfare","Broad","Geo Targeted Miami","Miami to France Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,5,2.12,29,17.24,2.07,0,0,0,10.59,0
"K435","Google - US","43000000005278796","frankfurt airfare","Broad","Google_Yearlong 2006","Google|Frankfurt","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,4,2.66,285,1.4,1.55,0,0,0,10.63,0
"K435","Google - US","43000000014110674","rome flights","Broad","Geo Targeted San Francisco","San Francisco to Rome Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,3,3.54,22,13.64,1.23,0,0,0,10.62,0
"K435","Google - US","43000000013071271","barcelona airfares","Broad","Western Europe Destinations","Barcelona","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,8,1.34,117,6.84,4.19,0,0,0,10.69,0
"K435","Google - US","43000000014119589","cheap international airfares","Broad","Geo Targeted Detroit","Cheap International Detroit","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,2,5.36,133,1.5,2.88,0,0,0,10.71,0
"K435","Google - US","43000000014121434","athens flights","Broad","Geo Targeted DC","DC to Athens Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,4,2.68,69,5.8,1.59,0,0,0,10.71,0
"K435","Google - US","43000000005287746","berlin airfares","Broad","Google_Yearlong 2006","Google|Berlin","berlin","Position 5-10 Bid Strategy","Paused",6.25,3,3.58,39,7.69,1.42,0,0,0,10.74,0
"K435","Google - US","43000000014122477","rome airfare","Broad","Geo Targeted DC","DC to Rome Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,3,3.58,6,50,1.5,0,0,0,10.75,0
"K435","Google - US","43000000005278519","barcelona airfares","Broad","Google_Yearlong 2006","Google|Barcelona","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,5,2.16,61,8.2,1.36,0,0,0,10.8,0
"K435","Google - US","43000000005278505","london tickets","Broad","Google_Yearlong 2006","Google|London","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,6,1.81,384,1.56,2.87,0,0,0,10.88,0
"K435","Google - US","43000000005278802","flight to istanbul","Broad","Google_Yearlong 2006","Google|Istanbul","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,6,1.82,42,14.29,1.71,0,0,0,10.91,0
"K435","Google - US","43000000014113825","paris air flight","Broad","Geo Targeted New York","New York to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Live",6.25,6,1.82,53,11.32,1.32,0,0,0,10.91,0
"K435","Google - US","43000000014113488","france cheap fare","Broad","Geo Targeted New York","New York to France Sale","uncategorized","Position 5-10 Bid Strategy","Live",6.25,3,3.64,22,13.64,1.45,0,0,0,10.92,0
"K435","Google - US","43000000014200796","europe airline","Broad","Geo Targeted New York","Europe New York","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,5,2.19,99,5.05,1.8,0,0,0,10.93,0
"K435","Google - US","43000000014121256","barcelona airfare","Broad","Geo Targeted DC","DC to Barcelona Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,4,2.73,17,23.53,1.53,0,0,0,10.94,0
"K435","Google - US","43000000013072634","fly to venice","Broad","Western Europe Destinations","Venice","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,16,0.69,306,5.23,5.7,0,0,0,10.96,0
"K435","Google - US","43000000014128245","cheap international airfare","Broad","Geo Targeted Boston","Cheap International Boston","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,3,3.66,36,8.33,2.26,0,0,0,10.97,0
"K435","Google - US","43000000005278611","frankfurt flight","Broad","Google_Yearlong 2006","Google|Frankfurt","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,7,1.57,243,2.88,1.59,0,0,0,11,0
"K435","Google - US","43000000014127892","rome fares","Broad","Geo Targeted Boston","Boston to Rome Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,2,5.5,6,33.33,1.5,0,0,0,11,0
"K435","Google - US","43000000014125767","paris plane tickets","Broad","Geo Targeted Chicago","Chicago to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,5,2.21,13,38.46,1.08,0,0,0,11.03,0
"K435","Google - US","43000000014114733","rome cheap flight","Broad","Geo Targeted New York","New York to Rome Sale","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,3,3.68,10,30,1.1,0,0,0,11.04,0
"K435","Google - US","43000000014114412","spain airlines","Broad","Geo Targeted New York","New York to Spain Sale","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,6,1.85,220,2.73,1.9,0,0,0,11.07,0
"K435","Google - US","43000000014114706","rome cheap airfare","Broad","Geo Targeted New York","New York to Rome Sale","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,3,3.72,3,100,1,0,0,0,11.16,0
"K435","Google - US","43000000014113413","france airfare sale","Broad","Geo Targeted New York","New York to France Sale","uncategorized","Position 5-10 Bid Strategy","Live",6.25,4,2.79,28,14.29,1.21,0,0,0,11.18,0
"K435","Google - US","43000000014117287","france airline tickets","Broad","Geo Targeted Los Angeles","Los Angeles to France Sale","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,4,2.81,8,50,1.25,0,0,0,11.24,0
"K435","Google - US","43000000014114738","rome airlines","Broad","Geo Targeted New York","New York to Rome Sale","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,4,2.82,57,7.02,2.48,0,0,0,11.29,0
"K435","Google - US","43000000014110615","paris airports","Broad","Geo Targeted San Francisco","San Francisco to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,5,2.27,78,6.41,1.4,0,0,0,11.36,0
"K435","Google - US","43000000014127280","rome fare","Broad","Geo Targeted Boston","Boston to Rome Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,2,5.71,9,22.22,1.33,0,0,0,11.43,0
"K435","Google - US","43000000014111402","cheap international ticket","Broad","Geo Targeted Philadelphia","Cheap International Philadelphia","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,3,3.81,16,18.75,1,0,0,0,11.44,0
"K435","Google - US","43000000014201337","europe flights","Broad","Geo Targeted Boston","Europe Boston","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,4,2.88,279,1.43,2.26,0,0,0,11.53,0
"K435","Google - US","43000000014125706","paris flight deals","Broad","Geo Targeted Chicago","Chicago to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,3,3.85,12,25,2.42,0,0,0,11.54,0
"K435","Google - US","43000000005278441","overseas airlines","Broad","Google_Yearlong 2006","Google|Overseas","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,3,3.85,153,1.96,2.29,0,0,0,11.56,0
