"","Publisher ID","Publisher Name","Keyword ID","Keyword","Match Type","Campaign","Keyword Group","Category","Bid Strategy","Status","Search Engine Bid","Clicks","Avg. Cost per Click","Impressions","Engine Click Thru %","Avg. Pos.","Trans. Conv. %","Total Cost/ Trans","Amount","Total Cost","Total Volume of Bookings"
"2582","K435","Google - US",4.3e+16,"flight to stuttgart","Broad","Google_Yearlong 2006","Google|Stuttgart","stuttgart","Position 5-10 Bid Strategy","Paused",6.25,4,3.18,31,12.9,1.09,0,0,0,12.71,0
"2583","K435","Google - US",4.3e+16,"germany fares","Broad","Google_Yearlong 2006","Google|Germany","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,9,1.42,216,4.17,1.78,0,0,0,12.77,0
"2584","K435","Google - US",4.3e+16,"spain ticket","Broad","Western Europe Destinations","Spain","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,7,1.83,84,8.33,1.38,0,0,0,12.79,0
"2585","K435","Google - US",4.3e+16,"cheap international airfare","Broad","Geo Targeted Los Angeles","Cheap International Los Angeles","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,4,3.2,95,4.21,1.63,0,0,0,12.81,0
"2586","K435","Google - US",4.3e+16,"paris airline","Broad","Geo Targeted Chicago","Chicago to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,7,1.83,106,6.6,1.22,0,0,0,12.81,0
"2587","K435","Google - US",4.3e+16,"europe flight","Broad","Geo Targeted Detroit","Europe Detroit","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,4,3.21,292,1.37,2.08,0,0,0,12.83,0
"2588","K435","Google - US",4.3e+16,"italy tickets","Broad","Geo Targeted New York","New York to Italy Sale","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,3,4.28,102,2.94,2.42,0,0,0,12.84,0
"2589","K435","Google - US",4.3e+16,"paris cheap ticket","Broad","Geo Targeted Chicago","Chicago to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,5,2.58,25,20,2,0,0,0,12.88,0
"2590","K435","Google - US",4.3e+16,"france airfare sales","Broad","Geo Targeted New York","New York to France Sale","uncategorized","Position 5-10 Bid Strategy","Live",6.25,4,3.23,10,40,1.1,0,0,0,12.9,0
"2591","K435","Google - US",4.3e+16,"europe flight","Broad","Geo Targeted New York","Europe New York","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,5,2.59,193,2.59,2,0,0,0,12.93,0
"2592","K435","Google - US",4.3e+16,"paris flight","Broad","Geo Targeted DC","DC to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,8,1.62,226,3.54,2.38,0,0,0,12.93,0
"2593","K435","Google - US",4.3e+16,"florence airlines","Broad","Google_Yearlong 2006","Google|Florence","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,2,6.49,625,0.32,2.09,0,0,0,12.98,0
"2594","K435","Google - US",4.3e+16,"athens fares","Broad","Google_Yearlong 2006","Google|Athens","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,7,1.85,154,4.55,1.81,0,0,0,12.97,0
"2595","K435","Google - US",4.3e+16,"turkey airfares","Broad","Google_Yearlong 2006","Google|Turkey","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,7,1.86,78,8.97,2.32,0,0,0,13.02,0
"2596","K435","Google - US",4.3e+16,"london airlines","Broad","Google_Yearlong 2006","Google|London","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,6,2.17,310,1.94,3.2,0,0,0,13.02,0
"2597","K435","Google - US",4.3e+16,"england tickets","Broad","Google_Yearlong 2006","Google|England","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,3,4.47,145,2.07,1.72,0,0,0,13.41,0
"2598","K435","Google - US",4.3e+16,"overseas flight","Broad","Google_Yearlong 2006","Google|Overseas","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,4,3.36,114,3.51,1.96,0,0,0,13.43,0
"2599","K435","Google - US",4.3e+16,"spain cheap flight","Broad","Western Europe Destinations","Spain","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,4,3.36,171,2.34,1.69,0,0,0,13.43,0
"2600","K435","Google - US",4.3e+16,"paris cheap tickets","Broad","Geo Targeted Boston","Boston to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,4,3.36,53,7.55,3.13,0,0,0,13.43,0
"2601","K435","Google - US",4.3e+16,"paris fares","Broad","Geo Targeted Chicago","Chicago to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,3,4.48,47,6.38,1.4,0,0,0,13.44,0
"2602","K435","Google - US",4.3e+16,"madrid airfare","Broad","Western Europe Destinations","Madrid","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,12,1.12,350,3.43,3.86,0,0,0,13.47,0
"2603","K435","Google - US",4.3e+16,"turkey fares","Broad","Google_Yearlong 2006","Google|Turkey","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,8,1.69,94,8.51,1.52,0,0,0,13.55,0
"2604","K435","Google - US",4.3e+16,"india cheap flight","Broad","Outside Western Europe","India","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,6,2.28,62,9.68,1.39,0,0,0,13.65,0
"2605","K435","Google - US",4.3e+16,"madrid flight","Broad","Google_Yearlong 2006","Google|Madrid","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,8,1.73,786,1.02,1.7,0,0,0,13.84,0
"2606","K435","Google - US",4.3e+16,"rome airline","Broad","Geo Targeted Boston","Boston to Rome Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,4,3.46,61,6.56,1.39,0,0,0,13.84,0
"2607","K435","Google - US",4.3e+16,"flight to hamburg","Broad","Google_Yearlong 2006","Google|Hamburg","hamburg","Position 5-10 Bid Strategy","Paused",6.25,5,2.78,33,15.15,1.12,0,0,0,13.88,0
"2608","K435","Google - US",4.3e+16,"paris airline tickets","Broad","Geo Targeted Chicago","Chicago to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,8,1.74,33,24.24,1.52,0,0,0,13.93,0
"2609","K435","Google - US",4.3e+16,"india cheap ticket","Broad","Outside Western Europe","India","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,4,3.48,39,10.26,1.57,0,0,0,13.94,0
"2610","K435","Google - US",4.3e+16,"venice airfares","Broad","Google_Yearlong 2006","Google|Venice","venice","Position 5-10 Bid Strategy","Paused",6.25,5,2.8,63,7.94,1.75,0,0,0,13.98,0
"2611","K435","Google - US",4.3e+16,"international plane ticket","Broad","Google_Yearlong 2006","Google|International General","ticket","Position 5-10 Bid Strategy","Paused",6.25,3,4.66,58,5.17,2.24,0,0,0,13.99,0
"2612","K435","Google - US",4.3e+16,"uk tickets","Broad","Western Europe Destinations","UK","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,6,2.33,207,2.9,1.83,0,0,0,14,0
"2613","K435","Google - US",4.3e+16,"international flight","Broad","Geo Targeted Detroit","International Detroit","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,5,2.81,87,5.75,1.61,0,0,0,14.04,0
"2614","K435","Google - US",4.3e+16,"rome airports","Broad","Google_Yearlong 2006","Google|Rome","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,5,2.81,458,1.09,2.35,0,0,0,14.05,0
"2615","K435","Google - US",4.3e+16,"paris ticket","Broad","Geo Targeted Los Angeles","Los Angeles to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,4,3.53,93,4.3,1.68,0,0,0,14.14,0
"2616","K435","Google - US",4.3e+16,"paris air tickets","Broad","Geo Targeted Chicago","Chicago to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,6,2.36,17,35.29,1.18,0,0,0,14.16,0
"2617","K435","Google - US",4.3e+16,"barcelona airline","Broad","Geo Targeted DC","DC to Barcelona Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,5,2.84,15,33.33,1.27,0,0,0,14.21,0
"2618","K435","Google - US",4.3e+16,"stuttgart flight","Broad","Google_Yearlong 2006","Google|Stuttgart","stuttgart","Position 5-10 Bid Strategy","Paused",6.25,6,2.37,77,7.79,1.06,0,0,0,14.24,0
"2619","K435","Google - US",4.3e+16,"europe flights","Broad","Geo Targeted Detroit","Europe Detroit","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,5,2.85,488,1.02,1.89,0,0,0,14.25,0
"2620","K435","Google - US",4.3e+16,"flight to cologne","Broad","Google_Yearlong 2006","Google|Cologne","cologne","Position 5-10 Bid Strategy","Paused",6.25,5,2.86,35,14.29,1.08,0,0,0,14.3,0
"2621","K435","Google - US",4.3e+16,"florence flights","Broad","Geo Targeted New York","New York to Florence Sale","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,6,2.4,50,12,1.95,0,0,0,14.41,0
"2622","K435","Google - US",4.3e+16,"italy airline","Broad","Geo Targeted DC","DC to Italy Sale","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,7,2.08,70,10,1.28,0,0,0,14.53,0
"2623","K435","Google - US",4.3e+16,"rome airfare","Broad","Geo Targeted Boston","Boston to Rome Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,3,4.87,34,8.82,1.76,0,0,0,14.6,0
"2624","K435","Google - US",4.3e+16,"germany airports","Broad","Google_Yearlong 2006","Google|Germany","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,5,2.95,383,1.31,1.69,0,0,0,14.73,0
"2625","K435","Google - US",4.3e+16,"athens cheap flights","Broad","Geo Targeted New York","New York to Athens Sale","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,7,2.11,24,29.17,1,0,0,0,14.74,0
"2626","K435","Google - US",4.3e+16,"france tickets","Broad","Geo Targeted Los Angeles","Los Angeles to France Sale","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,4,3.69,74,5.41,1.65,0,0,0,14.75,0
"2627","K435","Google - US",4.3e+16,"florence flight","Broad","Western Europe Destinations","Florence","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,9,1.64,321,2.8,4.62,0,0,0,14.77,0
"2628","K435","Google - US",4.3e+16,"milan flight","Broad","Western Europe Destinations","Milan","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,10,1.48,375,2.67,3.48,0,0,0,14.78,0
"2629","K435","Google - US",4.3e+16,"italy cheap tickets","Broad","Geo Targeted DC","DC to Italy Sale","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,5,2.96,37,13.51,1.13,0,0,0,14.81,0
"2630","K435","Google - US",4.3e+16,"paris airlines","Broad","Geo Targeted Boston","Boston to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,8,1.85,906,0.88,1.41,0,0,0,14.81,0
"2631","K435","Google - US",4.3e+16,"fly to florence","Broad","Western Europe Destinations","Florence","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,16,0.93,303,5.28,5.59,0,0,0,14.88,0
"2632","K435","Google - US",4.3e+16,"paris cheap ticket","Broad","Geo Targeted Houston","Houston to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,4,3.73,36,11.11,1.92,0,0,0,14.9,0
"2633","K435","Google - US",4.3e+16,"france flight sale","Broad","Geo Targeted New York","New York to France Sale","uncategorized","Position 5-10 Bid Strategy","Live",6.25,4,3.73,28,14.29,1.57,0,0,0,14.93,0
"2634","K435","Google - US",4.3e+16,"rome airports","Broad","Geo Targeted Houston","Houston to Rome Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,7,2.14,161,4.35,1.05,0,0,0,14.97,0
"2635","K435","Google - US",4.3e+16,"florence cheap flights","Broad","Western Europe Destinations","Florence","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,9,1.68,411,2.19,2.06,0,0,0,15.15,0
"2636","K435","Google - US",4.3e+16,"paris airlines","Broad","Geo Targeted Los Angeles","Los Angeles to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,6,2.54,168,3.57,1.73,0,0,0,15.23,0
"2637","K435","Google - US",4.3e+16,"cheap international flights","Broad","Geo Targeted Philadelphia","Cheap International Philadelphia","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,4,3.81,91,4.4,2.1,0,0,0,15.24,0
"2638","K435","Google - US",4.3e+16,"italy tickets","Broad","Geo Targeted DC","DC to Italy Sale","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,4,3.82,40,10,1.79,0,0,0,15.29,0
"2639","K435","Google - US",4.3e+16,"rome air fares","Broad","Geo Targeted Houston","Houston to Rome Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,4,3.83,6,66.67,1,0,0,0,15.33,0
"2640","K435","Google - US",4.3e+16,"cheap europe flights","Broad","Geo Targeted DC","Cheap Europe DC","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,6,2.56,32,18.75,1.26,0,0,0,15.34,0
"2641","K435","Google - US",4.3e+16,"international air tickets","Broad","Geo Targeted Los Angeles","International Los Angeles","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,7,2.2,22,31.82,1.41,0,0,0,15.41,0
"2642","K435","Google - US",4.3e+16,"paris cheap flight","Broad","Geo Targeted Chicago","Chicago to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,8,1.93,59,13.56,2.85,0,0,0,15.44,0
"2643","K435","Google - US",4.3e+16,"barcelona cheap flights","Broad","Geo Targeted New York","New York to Barcelona Sale","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,6,2.58,26,23.08,1.31,0,0,0,15.49,0
"2644","K435","Google - US",4.3e+16,"cheap europe flights","Broad","Geo Targeted Los Angeles","Cheap Europe Los Angeles","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,7,2.23,33,21.21,1.45,0,0,0,15.58,0
"2645","K435","Google - US",4.3e+16,"france cheap airline","Broad","Geo Targeted New York","New York to France Sale","uncategorized","Position 5-10 Bid Strategy","Live",6.25,5,3.12,84,5.95,1.12,0,0,0,15.6,0
"2646","K435","Google - US",4.3e+16,"venice airports","Broad","Western Europe Destinations","Venice","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,5,3.13,793,0.63,5.94,0,0,0,15.63,0
"2647","K435","Google - US",4.3e+16,"spain flight","Broad","Geo Targeted New York","New York to Spain Sale","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,5,3.13,127,3.94,1.4,0,0,0,15.66,0
"2648","K435","Google - US",4.3e+16,"france airfares","Broad","Geo Targeted Los Angeles","Los Angeles to France Sale","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,5,3.13,19,26.32,1.58,0,0,0,15.66,0
"2649","K435","Google - US",4.3e+16,"athens flight","Broad","Geo Targeted Houston","Houston to Athens Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,4,3.94,62,6.45,1.74,0,0,0,15.75,0
"2650","K435","Google - US",4.3e+16,"france cheap tickets","Broad","Geo Targeted Miami","Miami to France Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,5,3.16,24,20.83,2.3,0,0,0,15.79,0
"2651","K435","Google - US",4.3e+16,"france flights","Broad","Geo Targeted Philadelphia","Philadelphia to France Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,5,3.16,94,5.32,1.59,0,0,0,15.79,0
"2652","K435","Google - US",4.3e+16,"paris cheap airfares","Broad","Geo Targeted San Francisco","San Francisco to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,5,3.16,14,35.71,1.29,0,0,0,15.8,0
"2653","K435","Google - US",4.3e+16,"cheap international airline tickets","Broad","Geo Targeted DC","Cheap International DC","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,5,3.17,670,0.75,3.84,0,0,0,15.86,0
"2654","K435","Google - US",4.3e+16,"barcelona flight","Broad","Geo Targeted San Francisco","San Francisco to Barcelona Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,6,2.66,50,12,1.74,0,0,0,15.98,0
"2655","K435","Google - US",4.3e+16,"europe airlines","Broad","Geo Targeted Philadelphia","Europe Philadelphia","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,4,4,19,21.05,2.58,0,0,0,16.01,0
"2656","K435","Google - US",4.3e+16,"greece cheap flight","Broad","Google_Yearlong 2006","Google|Greece","greece","Position 5-10 Bid Strategy","Paused",6.25,7,2.29,211,3.32,3.39,0,0,0,16.02,0
"2657","K435","Google - US",4.3e+16,"athens flights","Broad","Geo Targeted San Francisco","San Francisco to Athens Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,6,2.7,22,27.27,1,0,0,0,16.17,0
"2658","K435","Google - US",4.3e+16,"italy airline","Broad","Geo Targeted New York","New York to Italy Sale","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,6,2.7,188,3.19,1.18,0,0,0,16.19,0
"2659","K435","Google - US",4.3e+16,"rome airfares","Broad","Google_Yearlong 2006","Google|Rome","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,14,1.16,308,4.55,1.62,0,0,0,16.24,0
"2660","K435","Google - US",4.3e+16,"paris cheap airfare","Broad","Geo Targeted San Francisco","San Francisco to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,7,2.33,71,9.86,1.21,0,0,0,16.32,0
"2661","K435","Google - US",4.3e+16,"france airlines","Broad","Geo Targeted Chicago","Chicago to France Sale","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,10,1.63,455,2.2,1.57,0,0,0,16.34,0
"2662","K435","Google - US",4.3e+16,"flights to switzerland","Broad","Google_Yearlong 2006","Google|Switzerland","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,6,2.73,239,2.51,2.02,0,0,0,16.35,0
"2663","K435","Google - US",4.3e+16,"paris cheap ticket","Broad","Geo Targeted Los Angeles","Los Angeles to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,5,3.31,33,15.15,1.91,0,0,0,16.54,0
"2664","K435","Google - US",4.3e+16,"rome cheap flight","Broad","Geo Targeted Houston","Houston to Rome Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,5,3.31,17,29.41,1.76,0,0,0,16.54,0
"2665","K435","Google - US",4.3e+16,"fly to geneva","Broad","Google_Yearlong 2006","Google|Geneva","fly","Position 5-10 Bid Strategy","Paused",6.25,5,3.31,36,13.89,1.44,0,0,0,16.55,0
"2666","K435","Google - US",4.3e+16,"italy flight","Broad","Geo Targeted DC","DC to Italy Sale","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,6,2.76,105,5.71,2.34,0,0,0,16.59,0
"2667","K435","Google - US",4.3e+16,"fly to barcelona","Broad","Western Europe Destinations","Barcelona","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,20,0.83,554,3.61,5.3,0,0,0,16.6,0
"2668","K435","Google - US",4.3e+16,"cheap international airline tickets","Broad","Geo Targeted Boston","Cheap International Boston","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,5,3.33,449,1.11,4.74,0,0,0,16.63,0
"2669","K435","Google - US",4.3e+16,"venice airfare","Broad","Google_Yearlong 2006","Google|Venice","venice","Position 5-10 Bid Strategy","Paused",6.25,8,2.09,322,2.48,1.33,0,0,0,16.69,0
"2670","K435","Google - US",4.3e+16,"paris fares","Broad","Geo Targeted San Francisco","San Francisco to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,3,5.57,129,2.33,1.25,0,0,0,16.7,0
"2671","K435","Google - US",4.3e+16,"cheap international airfares","Broad","Geo Targeted Boston","Cheap International Boston","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,5,3.37,64,7.81,3.38,0,0,0,16.86,0
"2672","K435","Google - US",4.3e+16,"paris air ticket","Broad","Geo Targeted Houston","Houston to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,5,3.38,21,23.81,1.62,0,0,0,16.88,0
"2673","K435","Google - US",4.3e+16,"rome flights","Broad","Geo Targeted Philadelphia","Philadelphia to Rome Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,5,3.39,42,11.9,1.07,0,0,0,16.93,0
"2674","K435","Google - US",4.3e+16,"flight to madrid","Broad","Western Europe Destinations","Madrid","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,19,0.9,436,4.36,5.14,0,0,0,17.05,0
"2675","K435","Google - US",4.3e+16,"rome airfares","Broad","Geo Targeted Houston","Houston to Rome Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,3,5.69,9,33.33,1,0,0,0,17.06,0
"2676","K435","Google - US",4.3e+16,"rome cheap tickets","Broad","Geo Targeted Boston","Boston to Rome Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,6,2.84,25,24,1.67,0,0,0,17.06,0
"2677","K435","Google - US",4.3e+16,"italy airfare","Broad","Geo Targeted DC","DC to Italy Sale","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,6,2.85,16,37.5,1.44,0,0,0,17.12,0
"2678","K435","Google - US",4.3e+16,"athens tickets","Broad","Western Europe Destinations","Athens","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,12,1.43,600,2,2.53,0,0,0,17.15,0
"2679","K435","Google - US",4.3e+16,"rome airfares","Broad","Western Europe Destinations","Rome","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,19,0.9,279,6.81,4.39,0,0,0,17.16,0
"2680","K435","Google - US",4.3e+16,"athens airfares","Broad","Western Europe Destinations","Athens","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,11,1.56,303,3.63,5.4,0,0,0,17.21,0
"2681","K435","Google - US",4.3e+16,"france flights","Broad","Geo Targeted Detroit","Detroit to France Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,5,3.46,535,0.93,1.16,0,0,0,17.28,0
"2682","K435","Google - US",4.3e+16,"rome flight","Broad","Geo Targeted New York","New York to Rome Sale","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,6,2.89,130,4.62,1.57,0,0,0,17.31,0
"2683","K435","Google - US",4.3e+16,"fly to turkey","Broad","Western Europe Destinations","Turkey","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,11,1.58,141,7.8,1.51,0,0,0,17.34,0
"2684","K435","Google - US",4.3e+16,"europe plane ticket","Broad","Google_Yearlong 2006","Google|Europe","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,7,2.48,48,14.58,1.61,0,0,0,17.35,0
"2685","K435","Google - US",4.3e+16,"france airfare","Broad","Geo Targeted Los Angeles","Los Angeles to France Sale","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,5,3.47,61,8.2,1.37,0,0,0,17.35,0
"2686","K435","Google - US",4.3e+16,"milan travel","Broad","Western Europe Destinations","Milan","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,9,1.93,829,1.09,2.19,0,0,0,17.4,0
"2687","K435","Google - US",4.3e+16,"europe flights","Broad","Geo Targeted DC","Europe DC","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,6,2.91,319,1.88,2.12,0,0,0,17.44,0
"2688","K435","Google - US",4.3e+16,"greece cheap flight","Broad","Western Europe Destinations","Greece","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,10,1.75,389,2.57,4.55,0,0,0,17.5,0
"2689","K435","Google - US",4.3e+16,"paris cheap airfares","Broad","Geo Targeted New York","New York to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Live",6.25,7,2.5,26,26.92,1.15,0,0,0,17.51,0
"2690","K435","Google - US",4.3e+16,"rome cheap airfare","Broad","Geo Targeted Houston","Houston to Rome Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,4,4.38,12,33.33,1,0,0,0,17.51,0
"2691","K435","Google - US",4.3e+16,"fly to florence","Broad","Google_Yearlong 2006","Google|Florence","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,12,1.46,91,13.19,1.78,0,0,0,17.52,0
"2692","K435","Google - US",4.3e+16,"italy flights","Broad","Geo Targeted Detroit","Detroit to Italy Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,6,2.92,130,4.62,1.27,0,0,0,17.52,0
"2693","K435","Google - US",4.3e+16,"paris cheap tickets","Broad","Geo Targeted Houston","Houston to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,9,1.96,126,7.14,2.2,0,0,0,17.62,0
"2694","K435","Google - US",4.3e+16,"fly to madrid","Broad","Western Europe Destinations","Madrid","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,20,0.88,581,3.44,5.23,0,0,0,17.68,0
"2695","K435","Google - US",4.3e+16,"turkey airfare","Broad","Google_Yearlong 2006","Google|Turkey","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,13,1.36,224,5.8,2.15,0,0,0,17.74,0
"2696","K435","Google - US",4.3e+16,"italy cheap flight","Broad","Western Europe Destinations","Italy","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,12,1.49,214,5.61,3.71,0,0,0,17.89,0
"2697","K435","Google - US",4.3e+16,"france airlines","Broad","Geo Targeted Miami","Miami to France Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,9,1.99,331,2.72,1.6,0,0,0,17.89,0
"2698","K435","Google - US",4.3e+16,"madrid airport","Broad","Western Europe Destinations","Madrid","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,15,1.2,7185,0.21,2.73,0,0,0,17.99,0
"2699","K435","Google - US",4.3e+16,"italy airfare","Broad","Geo Targeted San Francisco","San Francisco to Italy Sale","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,8,2.25,80,10,2.05,0,0,0,18,0
"2700","K435","Google - US",4.3e+16,"france airport","Broad","Geo Targeted New York","New York to France Sale","uncategorized","Position 5-10 Bid Strategy","Live",6.25,10,1.83,258,3.88,1.1,0,0,0,18.28,0
"2701","K435","Google - US",4.3e+16,"london cheap flight","Broad","Google_Yearlong 2006","Google|London","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,9,2.06,118,7.63,3.5,0,0,0,18.51,0
"2702","K435","Google - US",4.3e+16,"paris cheap flights","Broad","Geo Targeted DC","DC to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,10,1.86,43,23.26,1.42,0,0,0,18.64,0
"2703","K435","Google - US",4.3e+16,"rome cheap flights","Broad","Geo Targeted DC","DC to Rome Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,7,2.66,24,29.17,1.04,0,0,0,18.64,0
"2704","K435","Google - US",4.3e+16,"europe cheap ticket","Broad","Google_Yearlong 2006","Google|Europe","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,17,1.1,235,7.23,2.13,0,0,0,18.65,0
"2705","K435","Google - US",4.3e+16,"rome airline","Broad","Geo Targeted New York","New York to Rome Sale","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,4,4.66,20,20,1.1,0,0,0,18.65,0
"2706","K435","Google - US",4.3e+16,"europe flight","Broad","Geo Targeted Los Angeles","Europe Los Angeles","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,6,3.12,191,3.14,1.97,0,0,0,18.7,0
"2707","K435","Google - US",4.3e+16,"athens ticket","Broad","Google_Yearlong 2006","Google|Athens","athens","Position 5-10 Bid Strategy","Paused",6.25,13,1.44,273,4.76,1.38,0,0,0,18.71,0
"2708","K435","Google - US",4.3e+16,"paris airline tickets","Broad","Geo Targeted San Francisco","San Francisco to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,11,1.7,97,11.34,1.25,0,0,0,18.72,0
"2709","K435","Google - US",4.3e+16,"paris tickets","Broad","Geo Targeted Boston","Boston to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,7,2.69,331,2.11,1.43,0,0,0,18.86,0
