Publisher ID,Publisher Name,Keyword ID,Keyword,Match Type,Campaign,Keyword Group,Category,Bid Strategy,Keyword Type,Status,Search Engine Bid,Clicks,Click Charges,Avg. Cost per Click,Impressions,Engine Click Thru %,Avg. Pos.,Trans. Conv. %,Total Cost/ Trans,Amount,Total Cost,Total Volume of Bookings
K1123,Overture - Global,4.3E+16,paris airport,Advanced,Unassigned,Unassigned,paris,Position 1-2 Target,Unassigned,Sent,$0.26 ,149,$101.46 ,$0.68 ,"19,046",0.78%,2.5,0.00%,$0.00 ,$0.00 ,$101.46 ,0
K1122,Overture - US,4.3E+16,europe france travel,Standard,Unassigned,Unassigned,france,Position 2-5 Bid Strategy,Unassigned,Paused,$0.26 ,1,$0.38 ,$0.38 ,"2,667",0.04%,1.93,0.00%,$0.00 ,$0.00 ,$0.38 ,0
K1122,Overture - US,4.3E+16,paris travel information,Standard,Unassigned,Unassigned,paris,Position 2-5 Bid Strategy,Unassigned,Paused,$0.26 ,1,$0.55 ,$0.55 ,405,0.25%,4.79,0.00%,$0.00 ,$0.00 ,$0.55 ,0
K1122,Overture - US,4.3E+16,discount airline deal,Advanced,Unassigned,Unassigned,discount,Position 5-10 Bid Strategy,Unassigned,Paused,$0.26 ,1,$0.63 ,$0.63 ,63,1.59%,3.32,0.00%,$0.00 ,$0.00 ,$0.63 ,0
K1122,Overture - US,4.3E+16,international airline reservation,Standard,Unassigned,Unassigned,internationalgeneral,Position 5-10 Bid Strategy,Unassigned,Paused,$0.26 ,2,$1.28 ,$0.64 ,326,0.61%,3.56,0.00%,$0.00 ,$0.00 ,$1.28 ,0
K1122,Overture - US,4.3E+16,discount airfare to greece,Advanced,Unassigned,Unassigned,discount,Position 5-10 Bid Strategy,Unassigned,Paused,$0.26 ,5,$2.81 ,$0.56 ,112,4.46%,2.61,0.00%,$0.00 ,$0.00 ,$2.81 ,0
K1122,Overture - US,4.3E+16,discount flight to spain,Advanced,Unassigned,Unassigned,discount,Position 5-10 Bid Strategy,Unassigned,Paused,$0.26 ,7,$4.03 ,$0.58 ,148,4.73%,1.58,0.00%,$0.00 ,$0.00 ,$4.03 ,0
K1122,Overture - US,4.3E+16,discount airfare england,Advanced,Unassigned,Unassigned,discount,Position 5-10 Bid Strategy,Unassigned,Paused,$0.26 ,9,$7.36 ,$0.82 ,176,5.11%,3.2,0.00%,$0.00 ,$0.00 ,$7.36 ,0
K1122,Overture - US,4.3E+16,airfare to rome italy,Advanced,Unassigned,Unassigned,rome,Position 5-10 Bid Strategy,Unassigned,Unavailable,$0.26 ,26,$26.25 ,$1.01 ,250,10.40%,1.5,0.00%,$0.00 ,$0.00 ,$26.25 ,0
K1123,Overture - Global,4.3E+16,rennes airport,Standard,Unassigned,Unassigned,rennes,Position 1-2 Target,Unassigned,Paused,$0.28 ,2,$0.40 ,$0.20 ,553,0.36%,1.46,0.00%,$0.00 ,$0.00 ,$0.40 ,0
K1123,Overture - Global,4.3E+16,paris de gaulle airport,Standard,Unassigned,Unassigned,franceairports,Position 1-2 Target,Unassigned,Paused,$0.28 ,2,$0.55 ,$0.28 ,"1,063",0.19%,2.09,0.00%,$0.00 ,$0.00 ,$0.55 ,0
K1123,Overture - Global,4.3E+16,nantes airport,Standard,Unassigned,Unassigned,nantes,Position 1-2 Target,Unassigned,Paused,$0.28 ,2,$0.58 ,$0.29 ,918,0.22%,3.08,0.00%,$0.00 ,$0.00 ,$0.58 ,0
K1123,Overture - Global,4.3E+16,nimes airport,Standard,Unassigned,Unassigned,nimes,Position 1-2 Target,Unassigned,Paused,$0.28 ,3,$0.83 ,$0.28 ,223,1.35%,1.98,0.00%,$0.00 ,$0.00 ,$0.83 ,0
K1123,Overture - Global,4.3E+16,discount air france fare,Advanced,Unassigned,Unassigned,airfrance,Position 1-2 Target,Unassigned,Paused,$0.28 ,2,$0.96 ,$0.48 ,737,0.27%,2.75,0.00%,$0.00 ,$0.00 ,$0.96 ,0
K1123,Overture - Global,4.3E+16,perpignan airport,Standard,Unassigned,Unassigned,perpignan,Position 1-2 Target,Unassigned,Paused,$0.28 ,4,$1.03 ,$0.26 ,485,0.82%,3.53,0.00%,$0.00 ,$0.00 ,$1.03 ,0
K1123,Overture - Global,4.3E+16,lyon france airport,Standard,Unassigned,Unassigned,lyon,Position 1-2 Target,Unassigned,Paused,$0.28 ,7,$1.74 ,$0.25 ,"1,787",0.39%,2.79,0.00%,$0.00 ,$0.00 ,$1.74 ,0
K1123,Overture - Global,4.3E+16,la rochelle airport,Standard,Unassigned,Unassigned,larochelle,Position 1-2 Target,Unassigned,Paused,$0.28 ,8,$2.01 ,$0.25 ,547,1.46%,2.12,0.00%,$0.00 ,$0.00 ,$2.01 ,0
K1123,Overture - Global,4.3E+16,toulon flight,Standard,Unassigned,Unassigned,toulon,Position 1-2 Target,Unassigned,Paused,$0.28 ,4,$2.05 ,$0.51 ,341,1.17%,1.69,0.00%,$0.00 ,$0.00 ,$2.05 ,0
K1123,Overture - Global,4.3E+16,montpellier airport,Standard,Unassigned,Unassigned,montpellier,Position 1-2 Target,Unassigned,Paused,$0.28 ,10,$2.58 ,$0.26 ,577,1.73%,2.25,0.00%,$0.00 ,$0.00 ,$2.58 ,0
K1123,Overture - Global,4.3E+16,lyon airport,Advanced,Unassigned,Unassigned,lyon,Position 1-2 Target,Unassigned,Paused,$0.28 ,8,$3.35 ,$0.42 ,"1,428",0.56%,2.33,0.00%,$0.00 ,$0.00 ,$3.35 ,0
K1123,Overture - Global,4.3E+16,toulouse airport,Standard,Unassigned,Unassigned,toulouse,Position 1-2 Target,Unassigned,Paused,$0.28 ,10,$3.58 ,$0.36 ,"1,133",0.88%,2.16,0.00%,$0.00 ,$0.00 ,$3.58 ,0
K1123,Overture - Global,4.3E+16,marseille airport,Advanced,Unassigned,Unassigned,marseille,Position 1-2 Target,Unassigned,Paused,$0.28 ,18,$4.82 ,$0.27 ,"1,720",1.05%,2.74,0.00%,$0.00 ,$0.00 ,$4.82 ,0
K1123,Overture - Global,4.3E+16,air france paris,Standard,Unassigned,Unassigned,airfrance,Position 1-2 Target,Unassigned,Paused,$0.28 ,20,$5.45 ,$0.27 ,991,2.02%,1.72,0.00%,$0.00 ,$0.00 ,$5.45 ,0
K1123,Overture - Global,4.3E+16,de gaulle airport,Advanced,Unassigned,Unassigned,franceairports,Position 1-2 Target,Unassigned,Paused,$0.28 ,11,$5.91 ,$0.54 ,"2,583",0.43%,2.23,0.00%,$0.00 ,$0.00 ,$5.91 ,0
K1123,Overture - Global,4.3E+16,paris charles de gaulle,Advanced,Unassigned,Unassigned,franceairports,Position 1-2 Target,Unassigned,Paused,$0.28 ,22,$5.94 ,$0.27 ,"2,598",0.85%,1.92,0.00%,$0.00 ,$0.00 ,$5.94 ,0
K1123,Overture - Global,4.3E+16,cdg paris airport,Advanced,Unassigned,Unassigned,franceairports,Position 1-2 Target,Unassigned,Paused,$0.28 ,14,$6.89 ,$0.49 ,"4,688",0.30%,2.08,0.00%,$0.00 ,$0.00 ,$6.89 ,0
K1123,Overture - Global,4.3E+16,cdg airport,Advanced,Unassigned,Unassigned,franceairports,Position 1-2 Target,Unassigned,Paused,$0.28 ,28,$10.41 ,$0.37 ,"7,379",0.38%,2.73,0.00%,$0.00 ,$0.00 ,$10.41 ,0
K1123,Overture - Global,4.3E+16,france airport,Advanced,Unassigned,Unassigned,france,Position 1-2 Target,Unassigned,Sent,$0.28 ,71,$26.29 ,$0.37 ,"5,261",1.35%,2.68,0.00%,$0.00 ,$0.00 ,$26.29 ,0
K1122,Overture - US,4.3E+16,airfare flight,Standard,Unassigned,Unassigned,airfaregeneral,Position 5-10 Bid Strategy,Unassigned,Paused,$0.28 ,1,$0.61 ,$0.61 ,640,0.16%,3.63,0.00%,$0.00 ,$0.00 ,$0.61 ,0
K1122,Overture - US,4.3E+16,cheap airline ticket to france,Standard,Unassigned,Unassigned,france,Position 1-4 Bid Strategy,Unassigned,Paused,$0.28 ,4,$1.76 ,$0.44 ,60,6.67%,2.55,0.00%,$0.00 ,$0.00 ,$1.76 ,0
K1123,Overture - Global,4.3E+16,fly to bordeaux,Standard,Unassigned,Unassigned,bordeaux,Position 1-2 Target,Unassigned,Paused,$0.29 ,1,$0.20 ,$0.20 ,66,1.52%,1.76,0.00%,$0.00 ,$0.00 ,$0.20 ,0
K1123,Overture - Global,4.3E+16,flight south of france,Standard,Unassigned,Unassigned,france,Position 1-2 Target,Unassigned,Sent,$0.29 ,2,$0.50 ,$0.25 ,590,0.34%,3.21,0.00%,$0.00 ,$0.00 ,$0.50 ,0
K1123,Overture - Global,4.3E+16,air france flight information,Advanced,Unassigned,Unassigned,airfrance,Position 1-2 Target,Unassigned,Paused,$0.29 ,5,$1.36 ,$0.27 ,947,0.53%,3.01,0.00%,$0.00 ,$0.00 ,$1.36 ,0
K1123,Overture - Global,4.3E+16,cheap flight to nice france,Standard,Unassigned,Unassigned,nice,Position 1-2 Target,Unassigned,Paused,$0.29 ,8,$2.51 ,$0.31 ,480,1.67%,2.48,0.00%,$0.00 ,$0.00 ,$2.51 ,0
K1123,Overture - Global,4.3E+16,flight france marseille,Advanced,Unassigned,Unassigned,marseille,Position 1-2 Target,Unassigned,Paused,$0.29 ,6,$2.67 ,$0.45 ,119,5.04%,1.81,0.00%,$0.00 ,$0.00 ,$2.67 ,0
K1123,Overture - Global,4.3E+16,la rochelle flight,Standard,Unassigned,Unassigned,larochelle,Position 1-2 Target,Unassigned,Paused,$0.29 ,14,$2.69 ,$0.19 ,598,2.34%,2.21,0.00%,$0.00 ,$0.00 ,$2.69 ,0
K1123,Overture - Global,4.3E+16,toulouse cheap airfare,Standard,Unassigned,Unassigned,toulouse,Position 1-2 Target,Unassigned,Paused,$0.29 ,1,$3.76 ,$3.76 ,42,2.38%,2.88,0.00%,$0.00 ,$0.00 ,$3.76 ,0
K1123,Overture - Global,4.3E+16,paris france airport,Standard,Unassigned,Unassigned,paris,Position 1-2 Target,Unassigned,Sent,$0.29 ,18,$4.97 ,$0.28 ,"1,443",1.25%,2.7,0.00%,$0.00 ,$0.00 ,$4.97 ,0
K1123,Overture - Global,4.3E+16,los angeles to paris flight,Advanced,Unassigned,Unassigned,paris,Position 1-2 Target,Unassigned,Sent,$0.29 ,13,$9.52 ,$0.73 ,200,6.50%,3.1,0.00%,$0.00 ,$0.00 ,$9.52 ,0
K1123,Overture - Global,4.3E+16,air france air line,Advanced,Unassigned,Unassigned,airfrance,Position 1-2 Target,Unassigned,Paused,$0.29 ,27,$10.54 ,$0.39 ,"6,422",0.42%,2.57,0.00%,$0.00 ,$0.00 ,$10.54 ,0
K1123,Overture - Global,4.3E+16,air france flight schedule,Advanced,Unassigned,Unassigned,airfrance,Position 1-2 Target,Unassigned,Paused,$0.29 ,30,$11.72 ,$0.39 ,"5,068",0.59%,1.43,0.00%,$0.00 ,$0.00 ,$11.72 ,0
K1123,Overture - Global,4.3E+16,fly to france,Advanced,Unassigned,Unassigned,france,Position 1-2 Target,Unassigned,Sent,$0.29 ,28,$17.31 ,$0.62 ,991,2.83%,6.25,0.00%,$0.00 ,$0.00 ,$17.31 ,0
K1122,Overture - US,4.3E+16,nuremberg airport,Advanced,Unassigned,Unassigned,nuremberg,Position 5-10 Bid Strategy,Unassigned,Paused,$0.29 ,2,$1.55 ,$0.78 ,213,0.94%,1.94,0.00%,$0.00 ,$0.00 ,$1.55 ,0
K1122,Overture - US,4.3E+16,air plain ticket,Standard,Unassigned,Unassigned,airgeneral,Position 5-10 Bid Strategy,Unassigned,Paused,$0.29 ,5,$2.85 ,$0.57 ,696,0.72%,3.05,0.00%,$0.00 ,$0.00 ,$2.85 ,0
K1122,Overture - US,4.3E+16,france airport,Standard,Unassigned,Unassigned,france,Position 2-5 Bid Strategy,Unassigned,Paused,$0.29 ,12,$4.67 ,$0.39 ,"1,345",0.89%,2.89,0.00%,$0.00 ,$0.00 ,$4.67 ,0
K1123,Overture - Global,4.3E+16,trip in france,Advanced,Unassigned,Unassigned,france,Position 1-2 Target,Unassigned,Sent,$0.30 ,3,$0.75 ,$0.25 ,310,0.97%,2.66,0.00%,$0.00 ,$0.00 ,$0.75 ,0
K1123,Overture - Global,4.3E+16,france travel agency,Standard,Unassigned,Unassigned,france,Position 1-2 Target,Unassigned,Sent,$0.30 ,7,$1.95 ,$0.28 ,619,1.13%,3.3,0.00%,$0.00 ,$0.00 ,$1.95 ,0
K1123,Overture - Global,4.3E+16,france travel information,Standard,Unassigned,Unassigned,france,Position 1-2 Target,Unassigned,Sent,$0.30 ,5,$2.94 ,$0.59 ,879,0.57%,3.14,0.00%,$0.00 ,$0.00 ,$2.94 ,0
K1122,Overture - US,4.3E+16,france air line,Standard,Unassigned,Unassigned,france,Position 2-5 Bid Strategy,Unassigned,Paused,$0.30 ,3,$1.06 ,$0.35 ,266,1.13%,1.99,0.00%,$0.00 ,$0.00 ,$1.06 ,0
K1122,Overture - US,4.3E+16,greece cheap ticket,Standard,Unassigned,Unassigned,greece,Position 5-10 Bid Strategy,Unassigned,Paused,$0.30 ,38,$32.82 ,$0.86 ,816,4.66%,2.64,0.00%,$0.00 ,$0.00 ,$32.82 ,0
K1122,Overture - US,4.3E+16,paris tourism,Standard,Unassigned,Unassigned,paris,Position 2-5 Bid Strategy,Unassigned,Paused,$0.30 ,76,$50.22 ,$0.66 ,"3,682",2.06%,2.14,0.00%,$0.00 ,$0.00 ,$50.22 ,0
K1123,Overture - Global,4.3E+16,bastia flight,Standard,Unassigned,Unassigned,bastia,Position 1-2 Target,Unassigned,Paused,$0.31 ,1,$0.31 ,$0.31 ,290,0.34%,2.05,0.00%,$0.00 ,$0.00 ,$0.31 ,0
K1123,Overture - Global,4.3E+16,avignon flight,Standard,Unassigned,Unassigned,avignon,Position 1-2 Target,Unassigned,Paused,$0.31 ,3,$0.98 ,$0.33 ,315,0.95%,2.2,0.00%,$0.00 ,$0.00 ,$0.98 ,0
K1122,Overture - US,4.3E+16,cheap trip to france,Standard,Unassigned,Unassigned,france,Position 2-5 Bid Strategy,Unassigned,Paused,$0.31 ,5,$2.56 ,$0.51 ,58,8.62%,3.85,0.00%,$0.00 ,$0.00 ,$2.56 ,0
K1122,Overture - US,4.3E+16,airline ticketing,Standard,Unassigned,Unassigned,airlinegeneral,Position 5-10 Bid Strategy,Unassigned,Paused,$0.31 ,6,$2.85 ,$0.48 ,"1,206",0.50%,4.1,0.00%,$0.00 ,$0.00 ,$2.85 ,0
K1122,Overture - US,4.3E+16,paris flight deal,Standard,Unassigned,Unassigned,paris,Position 2-5 Bid Strategy,Unassigned,Paused,$0.31 ,8,$7.80 ,$0.98 ,84,9.52%,2.07,0.00%,$0.00 ,$0.00 ,$7.80 ,0
K1122,Overture - US,4.3E+16,cheap airfare to frankfurt,Advanced,Unassigned,Unassigned,frankfurt,Position 5-10 Bid Strategy,Unassigned,Paused,$0.31 ,19,$9.94 ,$0.52 ,220,8.64%,2,0.00%,$0.00 ,$0.00 ,$9.94 ,0
K1122,Overture - US,4.3E+16,cheap european airfare,Advanced,Unassigned,Unassigned,europe,Position 5-10 Bid Strategy,Unassigned,Paused,$0.31 ,33,$21.21 ,$0.64 ,"1,019",3.24%,1.76,0.00%,$0.00 ,$0.00 ,$21.21 ,0
K1123,Overture - Global,4.3E+16,newark to paris,Standard,Unassigned,Unassigned,paris,Position 1-2 Target,Unassigned,Sent,$0.33 ,3,$0.77 ,$0.26 ,276,1.09%,2.66,0.00%,$0.00 ,$0.00 ,$0.77 ,0
K1123,Overture - Global,4.3E+16,new york to lyon,Advanced,Unassigned,Unassigned,lyon,Position 1-2 Target,Unassigned,Paused,$0.33 ,6,$1.80 ,$0.30 ,"1,315",0.46%,3.07,0.00%,$0.00 ,$0.00 ,$1.80 ,0
K1122,Overture - US,4.3E+16,chicago to venice,Advanced,Unassigned,Unassigned,chicago,Position 5-10 Bid Strategy,Unassigned,Paused,$0.33 ,1,$0.13 ,$0.13 ,190,0.53%,4.66,0.00%,$0.00 ,$0.00 ,$0.13 ,0
K1122,Overture - US,4.3E+16,air fare prices,Standard,Unassigned,Unassigned,airgeneral,Position 5-10 Bid Strategy,Unassigned,Paused,$0.33 ,3,$1.19 ,$0.40 ,297,1.01%,3.84,0.00%,$0.00 ,$0.00 ,$1.19 ,0
K1122,Overture - US,4.3E+16,air line ticket cheap,Standard,Unassigned,Unassigned,airlinegeneral,Position 5-10 Bid Strategy,Unassigned,Paused,$0.33 ,3,$1.96 ,$0.65 ,907,0.33%,3.59,0.00%,$0.00 ,$0.00 ,$1.96 ,0
K1122,Overture - US,4.3E+16,airline ticket web site,Standard,Unassigned,Unassigned,airlinegeneral,Position 5-10 Bid Strategy,Unassigned,Paused,$0.33 ,5,$4.60 ,$0.92 ,673,0.74%,5.64,0.00%,$0.00 ,$0.00 ,$4.60 ,0
K1122,Overture - US,4.3E+16,air ticket to paris,Standard,Unassigned,Unassigned,paris,Position 2-5 Bid Strategy,Unassigned,Paused,$0.33 ,7,$5.59 ,$0.80 ,187,3.74%,1.96,0.00%,$0.00 ,$0.00 ,$5.59 ,0
K1122,Overture - US,4.3E+16,airline ticket cheap flight,Standard,Unassigned,Unassigned,airlinegeneral,Position 5-10 Bid Strategy,Unassigned,Paused,$0.33 ,6,$8.06 ,$1.34 ,"9,177",0.07%,3.62,0.00%,$0.00 ,$0.00 ,$8.06 ,0
K1122,Overture - US,4.3E+16,airline ticket cheap prices,Standard,Unassigned,Unassigned,airlinegeneral,Position 5-10 Bid Strategy,Unassigned,Paused,$0.33 ,41,$10.95 ,$0.27 ,"58,738",0.07%,1.04,0.00%,$0.00 ,$0.00 ,$10.95 ,0
K1122,Overture - US,4.3E+16,discount airfare to italy,Advanced,Unassigned,Unassigned,discount,Position 5-10 Bid Strategy,Unassigned,Paused,$0.33 ,29,$20.04 ,$0.69 ,413,7.02%,1.72,0.00%,$0.00 ,$0.00 ,$20.04 ,0
K1123,Overture - Global,4.3E+16,cheap flight to perpignan,Standard,Unassigned,Unassigned,perpignan,Position 1-2 Target,Unassigned,Paused,$0.34 ,2,$0.76 ,$0.38 ,74,2.70%,1.82,0.00%,$0.00 ,$0.00 ,$0.76 ,0
K1123,Overture - Global,4.3E+16,clermont ferrand flight,Standard,Unassigned,Unassigned,clermont,Position 1-2 Target,Unassigned,Paused,$0.35 ,2,$1.05 ,$0.53 ,300,0.67%,2.37,0.00%,$0.00 ,$0.00 ,$1.05 ,0
K1123,Overture - Global,4.3E+16,flight france nice,Advanced,Unassigned,Unassigned,flight,Position 1-2 Target,Unassigned,Paused,$0.35 ,22,$16.56 ,$0.75 ,681,3.23%,2.47,0.00%,$0.00 ,$0.00 ,$16.56 ,0
K1122,Overture - US,4.3E+16,cologne airport,Advanced,Unassigned,Unassigned,cologne,Position 5-10 Bid Strategy,Unassigned,Paused,$0.35 ,2,$0.45 ,$0.23 ,294,0.68%,2.66,0.00%,$0.00 ,$0.00 ,$0.45 ,0
K1122,Overture - US,4.3E+16,international airfare deal,Standard,Unassigned,Unassigned,internationalgeneral,Position 5-10 Bid Strategy,Unassigned,Paused,$0.35 ,3,$1.55 ,$0.52 ,245,1.22%,2.5,0.00%,$0.00 ,$0.00 ,$1.55 ,0
K1122,Overture - US,4.3E+16,airline ticket to paris france,Standard,Unassigned,Unassigned,paris,Position 2-5 Bid Strategy,Unassigned,Paused,$0.35 ,9,$7.10 ,$0.79 ,105,8.57%,1.98,0.00%,$0.00 ,$0.00 ,$7.10 ,0
K1123,Overture - Global,4.3E+16,air ticket nice,Advanced,Unassigned,Unassigned,nice,Position 1-2 Target,Unassigned,Paused,$0.36 ,1,$0.44 ,$0.44 ,197,0.51%,1.23,0.00%,$0.00 ,$0.00 ,$0.44 ,0
K1123,Overture - Global,4.3E+16,paris flight prices,Advanced,Unassigned,Unassigned,flight,Position 1-2 Target,Unassigned,Paused,$0.36 ,4,$1.95 ,$0.49 ,226,1.77%,2.5,0.00%,$0.00 ,$0.00 ,$1.95 ,0
K1123,Overture - Global,4.3E+16,low cost airline france,Advanced,Unassigned,Unassigned,france,Position 1-2 Target,Unassigned,Sent,$0.36 ,8,$2.86 ,$0.36 ,"1,225",0.65%,3.54,0.00%,$0.00 ,$0.00 ,$2.86 ,0
K1123,Overture - Global,4.3E+16,south france travel,Advanced,Unassigned,Unassigned,france,Position 1-2 Target,Unassigned,Sent,$0.36 ,19,$12.61 ,$0.66 ,837,2.27%,1.5,0.00%,$0.00 ,$0.00 ,$12.61 ,0
K1123,Overture - Global,4.3E+16,cheapest flight to paris,Advanced,Unassigned,Unassigned,paris,Position 1-2 Target,Unassigned,Sent,$0.36 ,29,$14.19 ,$0.49 ,568,5.11%,1.92,0.00%,$0.00 ,$0.00 ,$14.19 ,0
K1123,Overture - Global,4.3E+16,visit paris,Standard,Unassigned,Unassigned,paris,Position 1-2 Target,Unassigned,Sent,$0.36 ,37,$14.67 ,$0.40 ,"3,770",0.98%,1.93,0.00%,$0.00 ,$0.00 ,$14.67 ,0
K1123,Overture - Global,4.3E+16,lourdes flight,Standard,Unassigned,Unassigned,lourdes,Position 1-2 Target,Unassigned,Paused,$0.36 ,54,$20.81 ,$0.39 ,993,5.44%,1.8,0.00%,$0.00 ,$0.00 ,$20.81 ,0
K1122,Overture - US,4.3E+16,stuttgart airport,Advanced,Unassigned,Unassigned,stuttgart,Position 5-10 Bid Strategy,Unassigned,Paused,$0.36 ,1,$0.33 ,$0.33 ,711,0.14%,3.9,0.00%,$0.00 ,$0.00 ,$0.33 ,0
K1122,Overture - US,4.3E+16,international travel airfare,Standard,Unassigned,Unassigned,internationalgeneral,Position 5-10 Bid Strategy,Unassigned,Paused,$0.36 ,1,$0.48 ,$0.48 ,245,0.41%,2.88,0.00%,$0.00 ,$0.00 ,$0.48 ,0
K1122,Overture - US,4.3E+16,munich airline,Advanced,Unassigned,Unassigned,munich,Position 5-10 Bid Strategy,Unassigned,Paused,$0.36 ,2,$0.50 ,$0.25 ,"1,584",0.13%,2.19,0.00%,$0.00 ,$0.00 ,$0.50 ,0
K1122,Overture - US,4.3E+16,air travel rate,Standard,Unassigned,Unassigned,airgeneral,Position 5-10 Bid Strategy,Unassigned,Paused,$0.36 ,1,$0.51 ,$0.51 ,537,0.19%,3.76,0.00%,$0.00 ,$0.00 ,$0.51 ,0
K1122,Overture - US,4.3E+16,airline ticket venice,Advanced,Unassigned,Unassigned,venice,Position 5-10 Bid Strategy,Unassigned,Unavailable,$0.36 ,1,$0.51 ,$0.51 ,60,1.67%,3.6,0.00%,$0.00 ,$0.00 ,$0.51 ,0
K1122,Overture - US,4.3E+16,air fair ticket,Standard,Unassigned,Unassigned,airgeneral,Position 5-10 Bid Strategy,Unassigned,Paused,$0.36 ,2,$0.85 ,$0.43 ,589,0.34%,3.35,0.00%,$0.00 ,$0.00 ,$0.85 ,0
K1122,Overture - US,4.3E+16,international discount travel,Standard,Unassigned,Unassigned,internationalgeneral,Position 5-10 Bid Strategy,Unassigned,Paused,$0.36 ,7,$4.97 ,$0.71 ,"1,451",0.48%,2.46,0.00%,$0.00 ,$0.00 ,$4.97 ,0
K1122,Overture - US,4.3E+16,discount airfare germany,Advanced,Unassigned,Unassigned,discount,Position 5-10 Bid Strategy,Unassigned,Paused,$0.36 ,16,$11.68 ,$0.73 ,404,3.96%,2.17,0.00%,$0.00 ,$0.00 ,$11.68 ,0
K1122,Overture - US,4.3E+16,cheap airfare to greece,Advanced,Unassigned,Unassigned,greece,Position 5-10 Bid Strategy,Unassigned,Paused,$0.36 ,30,$23.99 ,$0.80 ,435,6.90%,1.96,0.00%,$0.00 ,$0.00 ,$23.99 ,0
K1122,Overture - US,4.3E+16,cheap airfare to italy,Advanced,Unassigned,Unassigned,italy,Position 5-10 Bid Strategy,Unassigned,Paused,$0.36 ,79,$61.99 ,$0.78 ,940,8.40%,1.55,0.00%,$0.00 ,$0.00 ,$61.99 ,0
K1122,Overture - US,4.3E+16,airfare to spain,Advanced,Unassigned,Unassigned,spain,Position 5-10 Bid Strategy,Unassigned,Paused,$0.36 ,69,$70.54 ,$1.02 ,837,8.24%,1.38,0.00%,$0.00 ,$0.00 ,$70.54 ,0
K1123,Overture - Global,4.3E+16,travel to montpellier,Standard,Unassigned,Unassigned,montpellier,Position 1-2 Target,Unassigned,Paused,$0.38 ,1,$0.44 ,$0.44 ,366,0.27%,1.56,0.00%,$0.00 ,$0.00 ,$0.44 ,0
K1123,Overture - Global,4.3E+16,air europe france travel,Standard,Unassigned,Unassigned,france,Position 1-2 Target,Unassigned,Sent,$0.38 ,2,$0.83 ,$0.41 ,"1,224",0.16%,1.65,0.00%,$0.00 ,$0.00 ,$0.83 ,0
K1123,Overture - Global,4.3E+16,business france in travel,Advanced,Unassigned,Unassigned,france,Position 1-2 Target,Unassigned,Sent,$0.38 ,5,$1.53 ,$0.31 ,415,1.20%,1.59,0.00%,$0.00 ,$0.00 ,$1.53 ,0
K1123,Overture - Global,4.3E+16,paris france tourism,Standard,Unassigned,Unassigned,paris,Position 1-2 Target,Unassigned,Sent,$0.38 ,7,$2.77 ,$0.40 ,"2,814",0.25%,3.78,0.00%,$0.00 ,$0.00 ,$2.77 ,0
K1123,Overture - Global,4.3E+16,paris airfare special,Standard,Unassigned,Unassigned,paris,Position 1-2 Target,Unassigned,Sent,$0.38 ,6,$3.04 ,$0.51 ,76,7.89%,3.14,0.00%,$0.00 ,$0.00 ,$3.04 ,0
K1123,Overture - Global,4.3E+16,cheap trip to france,Advanced,Unassigned,Unassigned,france,Position 1-2 Target,Unassigned,Sent,$0.38 ,10,$3.96 ,$0.40 ,399,2.51%,2.84,0.00%,$0.00 ,$0.00 ,$3.96 ,0
K1123,Overture - Global,4.3E+16,europe france travel,Advanced,Unassigned,Unassigned,france,Position 1-2 Target,Unassigned,Sent,$0.38 ,12,$4.54 ,$0.38 ,"9,077",0.13%,1.25,0.00%,$0.00 ,$0.00 ,$4.54 ,0
K1123,Overture - Global,4.3E+16,low cost flight to paris,Advanced,Unassigned,Unassigned,paris,Position 1-2 Target,Unassigned,Sent,$0.38 ,9,$6.95 ,$0.77 ,482,1.87%,2.52,0.00%,$0.00 ,$0.00 ,$6.95 ,0
K1123,Overture - Global,4.3E+16,air cheap france ticket,Advanced,Unassigned,Unassigned,france,Position 1-2 Target,Unassigned,Sent,$0.38 ,18,$10.90 ,$0.61 ,"1,328",1.36%,2.46,0.00%,$0.00 ,$0.00 ,$10.90 ,0
K1122,Overture - US,4.3E+16,airline ticket reservation online,Standard,Unassigned,Unassigned,airlinegeneral,Position 5-10 Bid Strategy,Unassigned,Paused,$0.38 ,1,$0.16 ,$0.16 ,132,0.76%,3.11,0.00%,$0.00 ,$0.00 ,$0.16 ,0
K1122,Overture - US,4.3E+16,cheap air fare to france,Standard,Unassigned,Unassigned,france,Position 2-5 Bid Strategy,Unassigned,Paused,$0.38 ,2,$0.86 ,$0.43 ,121,1.65%,2.66,0.00%,$0.00 ,$0.00 ,$0.86 ,0
K1122,Overture - US,4.3E+16,airline travel fare,Standard,Unassigned,Unassigned,airlinegeneral,Position 5-10 Bid Strategy,Unassigned,Paused,$0.38 ,3,$1.09 ,$0.36 ,"5,638",0.05%,2.31,0.00%,$0.00 ,$0.00 ,$1.09 ,0
K1122,Overture - US,4.3E+16,airfare geneva,Advanced,Unassigned,Unassigned,geneva,Position 5-10 Bid Strategy,Unassigned,Paused,$0.38 ,4,$2.85 ,$0.71 ,85,4.71%,2.39,0.00%,$0.00 ,$0.00 ,$2.85 ,0
